 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 
       38.0000  0.00000E+00  0.13239E+04  0.00000E+00  0.13156E+04 -0.24034E+04     -872.1     -836.6    -2280.0      38
       39.0000  0.00000E+00  0.14035E+04  0.00000E+00  0.13902E+04 -0.24034E+04     -971.5     -900.2    -2710.3      39
       40.0000  0.00000E+00  0.14726E+04  0.00000E+00  0.14539E+04 -0.24034E+04    -1065.9     -957.3    -3008.2      40
       41.0000  0.00000E+00  0.15253E+04  0.00000E+00  0.15021E+04 -0.24034E+04    -1144.8     -997.1    -3082.4      41
       42.0000  0.00000E+00  0.15627E+04  0.00000E+00  0.15363E+04 -0.24034E+04    -1197.2    -1023.4    -2960.8      42
       43.0000  0.00000E+00  0.15791E+04  0.00000E+00  0.15518E+04 -0.24034E+04    -1216.2    -1028.9    -2594.7      43
       44.0000  0.00000E+00  0.15885E+04  0.00000E+00  0.15609E+04 -0.24034E+04    -1228.6    -1028.7    -2243.1      44
       45.0000  0.00000E+00  0.15943E+04  0.00000E+00  0.15667E+04 -0.24034E+04    -1235.6    -1026.8    -1958.2      45
       46.0000  0.00000E+00  0.15990E+04  0.00000E+00  0.15714E+04 -0.24034E+04    -1239.4    -1024.6    -1753.7      46
       47.0000  0.00000E+00  0.16025E+04  0.00000E+00  0.15749E+04 -0.24034E+04    -1239.4    -1022.2    -1608.5      47
       48.0000  0.00000E+00  0.16049E+04  0.00000E+00  0.15772E+04 -0.24034E+04    -1237.0    -1019.3    -1491.0      48
       49.0000  0.00000E+00  0.16060E+04  0.00000E+00  0.15784E+04 -0.24034E+04    -1232.3    -1015.6    -1399.4      49
       50.0000  0.00000E+00  0.16060E+04  0.00000E+00  0.15784E+04 -0.24034E+04    -1225.2    -1011.1    -1322.8      50
       51.0000  0.00000E+00  0.16060E+04  0.00000E+00  0.15784E+04 -0.24034E+04    -1217.4    -1007.0    -1266.6      51
       52.0000  0.00000E+00  0.16060E+04  0.00000E+00  0.15784E+04 -0.24034E+04    -1209.5    -1003.3    -1225.4      52
       53.0000  0.00000E+00  0.16060E+04  0.00000E+00  0.15784E+04 -0.24034E+04    -1201.5     -999.7    -1194.1      53
       54.0000  0.00000E+00  0.16096E+04  0.00000E+00  0.15819E+04 -0.24034E+04    -1199.3    -1000.2    -1191.8      54
       55.0000  0.00000E+00  0.16295E+04  0.00000E+00  0.16010E+04 -0.24034E+04    -1223.7    -1017.9    -1295.9      55
       56.0000  0.00000E+00  0.16657E+04  0.00000E+00  0.16352E+04 -0.24034E+04    -1276.8    -1054.2    -1505.3      56
       57.0000  0.00000E+00  0.17196E+04  0.00000E+00  0.16848E+04 -0.24034E+04    -1366.1    -1112.3    -1880.6      57
       58.0000  0.00000E+00  0.17922E+04  0.00000E+00  0.17497E+04 -0.24034E+04    -1499.7    -1197.6    -2499.6      58
       59.0000  0.00000E+00  0.18788E+04  0.00000E+00  0.18239E+04 -0.24034E+04    -1673.6    -1307.9    -3355.0      59
       60.0000  0.00000E+00  0.19666E+04  0.00000E+00  0.18954E+04 -0.24034E+04    -1866.2    -1425.9    -4158.9      60
       61.0000  0.00000E+00  0.20380E+04  0.00000E+00  0.19515E+04 -0.24034E+04    -2035.0    -1521.0    -4606.9      61
       62.0000  0.00000E+00  0.21188E+04  0.00000E+00  0.20120E+04 -0.24034E+04    -2232.2    -1632.8    -5094.4      62
       63.0000  0.00000E+00  0.21960E+04  0.00000E+00  0.20675E+04 -0.24034E+04    -2423.1    -1738.1    -5420.9      63
       64.0000  0.00000E+00  0.22663E+04  0.00000E+00  0.21160E+04 -0.24034E+04    -2595.9    -1831.4    -5595.2      64
       65.0000  0.00000E+00  0.23201E+04  0.00000E+00  0.21526E+04 -0.24034E+04    -2730.5    -1892.8    -5663.0      65
       66.0000  0.00000E+00  0.23552E+04  0.00000E+00  0.21764E+04 -0.24034E+04    -2809.4    -1918.6    -5504.6      66
       67.0000  0.00000E+00  0.23716E+04  0.00000E+00  0.21881E+04 -0.24034E+04    -2833.7    -1911.4    -5157.8      67
       68.0000  0.00000E+00  0.23798E+04  0.00000E+00  0.21943E+04 -0.24034E+04    -2834.2    -1892.9    -4783.5      68
       69.0000  0.00000E+00  0.23880E+04  0.00000E+00  0.22006E+04 -0.24034E+04    -2837.8    -1878.7    -4517.2      69
       70.0000  0.00000E+00  0.24009E+04  0.00000E+00  0.22104E+04 -0.24034E+04    -2855.2    -1876.9    -4384.4      70
       71.0000  0.00000E+00  0.24126E+04  0.00000E+00  0.22194E+04 -0.24034E+04    -2869.7    -1874.5    -4256.9      71
       72.0000  0.00000E+00  0.24219E+04  0.00000E+00  0.22267E+04 -0.24034E+04    -2877.9    -1869.0    -4114.5      72
       73.0000  0.00000E+00  0.24313E+04  0.00000E+00  0.22341E+04 -0.24034E+04    -2886.7    -1864.8    -3997.5      73
       74.0000  0.00000E+00  0.24395E+04  0.00000E+00  0.22407E+04 -0.24034E+04    -2892.3    -1859.5    -3881.4      74
       75.0000  0.00000E+00  0.24454E+04  0.00000E+00  0.22455E+04 -0.24034E+04    -2890.8    -1850.4    -3746.3      75
       76.0000  0.00000E+00  0.24500E+04  0.00000E+00  0.22494E+04 -0.24034E+04    -2885.4    -1839.9    -3612.9      76
       77.0000  0.00000E+00  0.24547E+04  0.00000E+00  0.22533E+04 -0.24034E+04    -2880.0    -1830.3    -3498.1      77
       78.0000  0.00000E+00  0.24617E+04  0.00000E+00  0.22592E+04 -0.24034E+04    -2881.8    -1826.3    -3435.0      78
       79.0000  0.00000E+00  0.24863E+04  0.00000E+00  0.22778E+04 -0.24034E+04    -2934.7    -1854.9    -3633.1      79
       80.0000  0.00000E+00  0.25273E+04  0.00000E+00  0.23080E+04 -0.24034E+04    -3038.7    -1914.9    -4025.9      80
       81.0000  0.00000E+00  0.25858E+04  0.00000E+00  0.23494E+04 -0.24034E+04    -3198.1    -2007.5    -4581.4      81
       82.0000  0.00000E+00  0.26607E+04  0.00000E+00  0.23993E+04 -0.24034E+04    -3403.4    -2129.4    -5189.4      82
       83.0000  0.00000E+00  0.27474E+04  0.00000E+00  0.24533E+04 -0.24034E+04    -3636.0    -2268.8    -5737.3      83
       84.0000  0.00000E+00  0.28422E+04  0.00000E+00  0.25080E+04 -0.24034E+04    -3878.6    -2421.5    -6154.0      84
       85.0000  0.00000E+00  0.29358E+04  0.00000E+00  0.25585E+04 -0.24034E+04    -4114.0    -2563.7    -6489.2      85
       86.0000  0.00000E+00  0.30248E+04  0.00000E+00  0.26040E+04 -0.24034E+04    -4331.7    -2685.9    -6730.2      86
       87.0000  0.00000E+00  0.31067E+04  0.00000E+00  0.26439E+04 -0.24034E+04    -4510.4    -2796.4    -6771.9      87
       88.0000  0.00000E+00  0.31770E+04  0.00000E+00  0.26771E+04 -0.24034E+04    -4668.0    -2879.5    -6835.1      88
       89.0000  0.00000E+00  0.32320E+04  0.00000E+00  0.27029E+04 -0.24034E+04    -4785.1    -2929.8    -6801.8      89
       90.0000  0.00000E+00  0.32706E+04  0.00000E+00  0.27213E+04 -0.24034E+04    -4856.9    -2948.8    -6648.4      90
       91.0000  0.00000E+00  0.32917E+04  0.00000E+00  0.27316E+04 -0.24034E+04    -4875.9    -2936.3    -6381.8      91
       92.0000  0.00000E+00  0.33057E+04  0.00000E+00  0.27390E+04 -0.24034E+04    -4875.5    -2916.3    -6110.6      92
       93.0000  0.00000E+00  0.33221E+04  0.00000E+00  0.27477E+04 -0.24034E+04    -4882.0    -2906.1    -5931.5      93
       94.0000  0.00000E+00  0.33362E+04  0.00000E+00  0.27553E+04 -0.24034E+04    -4883.4    -2894.4    -5770.7      94
       95.0000  0.00000E+00  0.33432E+04  0.00000E+00  0.27594E+04 -0.24034E+04    -4865.0    -2870.0    -5557.5      95
       96.0000  0.00000E+00  0.33479E+04  0.00000E+00  0.27622E+04 -0.24034E+04    -4838.8    -2842.8    -5357.9      96
       97.0000  0.00000E+00  0.33537E+04  0.00000E+00  0.27658E+04 -0.24034E+04    -4816.2    -2820.7    -5210.5      97
       98.0000  0.00000E+00  0.33584E+04  0.00000E+00  0.27687E+04 -0.24034E+04    -4789.7    -2797.5    -5066.3      98
       99.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.27710E+04 -0.24034E+04    -4758.8    -2772.8    -4924.3      99
      100.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.27710E+04 -0.24034E+04    -4714.5    -2740.7    -4744.5     100
      101.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.27710E+04 -0.24034E+04    -4669.5    -2709.9    -4594.3     101
      102.0000  0.00000E+00  0.33678E+04  0.00000E+00  0.27749E+04 -0.24034E+04    -4645.6    -2694.7    -4561.6     102
      103.0000  0.00000E+00  0.33877E+04  0.00000E+00  0.27869E+04 -0.24034E+04    -4666.5    -2710.6    -4721.9     103
      104.0000  0.00000E+00  0.34216E+04  0.00000E+00  0.28066E+04 -0.24034E+04    -4731.7    -2756.9    -5025.3     104
      105.0000  0.00000E+00  0.34708E+04  0.00000E+00  0.28340E+04 -0.24034E+04    -4845.7    -2830.9    -5445.6     105
      106.0000  0.00000E+00  0.35363E+04  0.00000E+00  0.28685E+04 -0.24034E+04    -4998.1    -2933.8    -5894.4     106
      107.0000  0.00000E+00  0.36136E+04  0.00000E+00  0.29065E+04 -0.24034E+04    -5172.4    -3052.3    -6298.7     107
      108.0000  0.00000E+00  0.37014E+04  0.00000E+00  0.29466E+04 -0.24034E+04    -5356.7    -3181.4    -6633.9     108
      109.0000  0.00000E+00  0.37927E+04  0.00000E+00  0.29856E+04 -0.24034E+04    -5532.1    -3307.3    -6873.4     109
      110.0000  0.00000E+00  0.38735E+04  0.00000E+00  0.30181E+04 -0.24034E+04    -5668.9    -3414.2    -6948.6     110
      111.0000  0.00000E+00  0.39554E+04  0.00000E+00  0.30496E+04 -0.24034E+04    -5822.0    -3507.2    -7136.0     111
      112.0000  0.00000E+00  0.40245E+04  0.00000E+00  0.30754E+04 -0.24034E+04    -5919.9    -3576.6    -7122.7     112
      113.0000  0.00000E+00  0.40771E+04  0.00000E+00  0.30951E+04 -0.24034E+04    -5994.7    -3613.3    -7081.6     113
      114.0000  0.00000E+00  0.41123E+04  0.00000E+00  0.31084E+04 -0.24034E+04    -6029.8    -3617.8    -6949.7     114
      115.0000  0.00000E+00  0.41251E+04  0.00000E+00  0.31137E+04 -0.24034E+04    -6013.4    -3584.7    -6686.1     115
      116.0000  0.00000E+00  0.41298E+04  0.00000E+00  0.31159E+04 -0.24034E+04    -5973.6    -3540.5    -6415.3     116
      117.0000  0.00000E+00  0.41333E+04  0.00000E+00  0.31176E+04 -0.24034E+04    -5929.2    -3498.4    -6184.5     117
      118.0000  0.00000E+00  0.41392E+04  0.00000E+00  0.31204E+04 -0.24034E+04    -5888.9    -3464.8    -6017.8     118
      119.0000  0.00000E+00  0.41415E+04  0.00000E+00  0.31216E+04 -0.24034E+04    -5837.2    -3425.5    -5831.2     119
      120.0000  0.00000E+00  0.41450E+04  0.00000E+00  0.31234E+04 -0.24034E+04    -5788.2    -3391.1    -5691.7     120
      121.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.31246E+04 -0.24034E+04    -5735.6    -3355.6    -5554.4     121
      122.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.31246E+04 -0.24034E+04    -5675.6    -3315.9    -5401.2     122
      123.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.31246E+04 -0.24034E+04    -5615.6    -3277.7    -5269.0     123
      124.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.31246E+04 -0.24034E+04    -5556.0    -3240.7    -5151.1     124
      125.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.31246E+04 -0.24034E+04    -5498.2    -3204.8    -5043.9     125
      126.0000  0.00000E+00  0.41509E+04  0.00000E+00  0.31267E+04 -0.24034E+04    -5452.1    -3178.6    -5001.6     126
      127.0000  0.00000E+00  0.41708E+04  0.00000E+00  0.31371E+04 -0.24034E+04    -5453.4    -3189.5    -5173.9     127
      128.0000  0.00000E+00  0.42118E+04  0.00000E+00  0.31575E+04 -0.24034E+04    -5515.3    -3246.7    -5545.6     128
      129.0000  0.00000E+00  0.42726E+04  0.00000E+00  0.31861E+04 -0.24034E+04    -5633.4    -3336.5    -6055.2     129
      130.0000  0.00000E+00  0.43534E+04  0.00000E+00  0.32212E+04 -0.24034E+04    -5782.1    -3455.9    -6496.1     130
      131.0000  0.00000E+00  0.44482E+04  0.00000E+00  0.32586E+04 -0.24034E+04    -5941.8    -3596.2    -6810.0     131
      132.0000  0.00000E+00  0.45489E+04  0.00000E+00  0.32950E+04 -0.24034E+04    -6108.6    -3733.5    -7104.0     132
      133.0000  0.00000E+00  0.46484E+04  0.00000E+00  0.33286E+04 -0.24034E+04    -6260.2    -3848.0    -7329.7     133
      134.0000  0.00000E+00  0.47444E+04  0.00000E+00  0.33589E+04 -0.24034E+04    -6374.4    -3957.6    -7341.7     134
      135.0000  0.00000E+00  0.48345E+04  0.00000E+00  0.33858E+04 -0.24034E+04    -6490.4    -4049.0    -7419.1     135
      136.0000  0.00000E+00  0.49129E+04  0.00000E+00  0.34087E+04 -0.24034E+04    -6585.0    -4112.1    -7475.7     136
      137.0000  0.00000E+00  0.49715E+04  0.00000E+00  0.34258E+04 -0.24034E+04    -6643.0    -4137.9    -7447.2     137
      138.0000  0.00000E+00  0.50171E+04  0.00000E+00  0.34395E+04 -0.24034E+04    -6672.3    -4144.1    -7350.3     138
      139.0000  0.00000E+00  0.50417E+04  0.00000E+00  0.34471E+04 -0.24034E+04    -6665.5    -4118.1    -7168.0     139
      140.0000  0.00000E+00  0.50593E+04  0.00000E+00  0.34530E+04 -0.24034E+04    -6644.7    -4086.4    -6989.8     140
      141.0000  0.00000E+00  0.50757E+04  0.00000E+00  0.34587E+04 -0.24034E+04    -6620.9    -4057.5    -6848.5     141
      142.0000  0.00000E+00  0.50862E+04  0.00000E+00  0.34626E+04 -0.24034E+04    -6586.3    -4021.3    -6693.8     142
      143.0000  0.00000E+00  0.50991E+04  0.00000E+00  0.34674E+04 -0.24034E+04    -6555.0    -3992.7    -6590.2     143
      144.0000  0.00000E+00  0.51131E+04  0.00000E+00  0.34728E+04 -0.24034E+04    -6525.5    -3968.5    -6512.6     144
      145.0000  0.00000E+00  0.51283E+04  0.00000E+00  0.34786E+04 -0.24034E+04    -6498.2    -3948.3    -6456.1     145
      146.0000  0.00000E+00  0.51389E+04  0.00000E+00  0.34829E+04 -0.24034E+04    -6462.4    -3920.1    -6366.3     146
      147.0000  0.00000E+00  0.51424E+04  0.00000E+00  0.34844E+04 -0.24034E+04    -6411.2    -3878.7    -6217.6     147
      148.0000  0.00000E+00  0.51471E+04  0.00000E+00  0.34864E+04 -0.24034E+04    -6361.9    -3841.9    -6106.1     148
      149.0000  0.00000E+00  0.51529E+04  0.00000E+00  0.34891E+04 -0.24034E+04    -6314.6    -3809.3    -6023.0     149
      150.0000  0.00000E+00  0.51635E+04  0.00000E+00  0.34937E+04 -0.24034E+04    -6277.5    -3788.2    -6001.2     150
      151.0000  0.00000E+00  0.51892E+04  0.00000E+00  0.35042E+04 -0.24034E+04    -6272.7    -3798.8    -6123.5     151
      152.0000  0.00000E+00  0.52313E+04  0.00000E+00  0.35206E+04 -0.24034E+04    -6306.0    -3843.4    -6350.4     152
      153.0000  0.00000E+00  0.52922E+04  0.00000E+00  0.35431E+04 -0.24034E+04    -6382.0    -3915.6    -6684.4     153
      154.0000  0.00000E+00  0.53648E+04  0.00000E+00  0.35682E+04 -0.24034E+04    -6465.4    -4001.9    -6927.5     154
      155.0000  0.00000E+00  0.54549E+04  0.00000E+00  0.35971E+04 -0.24034E+04    -6569.3    -4107.5    -7176.7     155
      156.0000  0.00000E+00  0.55533E+04  0.00000E+00  0.36263E+04 -0.24034E+04    -6672.0    -4214.0    -7345.7     156
      157.0000  0.00000E+00  0.56469E+04  0.00000E+00  0.36521E+04 -0.24034E+04    -6753.7    -4312.4    -7388.5     157
      158.0000  0.00000E+00  0.57335E+04  0.00000E+00  0.36747E+04 -0.24034E+04    -6840.6    -4389.9    -7480.7     158
      159.0000  0.00000E+00  0.58061E+04  0.00000E+00  0.36933E+04 -0.24034E+04    -6908.1    -4435.9    -7536.2     159
      160.0000  0.00000E+00  0.58471E+04  0.00000E+00  0.37041E+04 -0.24034E+04    -6931.2    -4427.6    -7463.4     160
      161.0000  0.00000E+00  0.58646E+04  0.00000E+00  0.37091E+04 -0.24034E+04    -6912.6    -4386.4    -7266.9     161
      162.0000  0.00000E+00  0.58869E+04  0.00000E+00  0.37156E+04 -0.24034E+04    -6895.3    -4359.6    -7137.7     162
      163.0000  0.00000E+00  0.59021E+04  0.00000E+00  0.37204E+04 -0.24034E+04    -6867.2    -4325.1    -6998.5     163
      164.0000  0.00000E+00  0.59138E+04  0.00000E+00  0.37243E+04 -0.24034E+04    -6832.9    -4288.1    -6866.0     164
      165.0000  0.00000E+00  0.59220E+04  0.00000E+00  0.37271E+04 -0.24034E+04    -6791.7    -4247.4    -6731.9     165
      166.0000  0.00000E+00  0.59278E+04  0.00000E+00  0.37293E+04 -0.24034E+04    -6745.3    -4204.8    -6601.4     166
      167.0000  0.00000E+00  0.59325E+04  0.00000E+00  0.37311E+04 -0.24034E+04    -6695.9    -4162.2    -6479.9     167
      168.0000  0.00000E+00  0.59372E+04  0.00000E+00  0.37329E+04 -0.24034E+04    -6646.6    -4121.6    -6374.6     168
      169.0000  0.00000E+00  0.59431E+04  0.00000E+00  0.37354E+04 -0.24155E+04    -6597.2    -4030.0     -310.1     169
      170.0000  0.00000E+00  0.59454E+04  0.00000E+00  0.37365E+04 -0.24277E+04    -6520.8    -3929.7     -287.0     170
      171.0000  0.00000E+00  0.59489E+04  0.00000E+00  0.37384E+04 -0.24398E+04    -6420.0    -3834.4     -277.5     171
      172.0000  0.00000E+00  0.59524E+04  0.00000E+00  0.37403E+04 -0.24519E+04    -6292.6    -3741.2     -272.3     172
      173.0000  0.00000E+00  0.59559E+04  0.00000E+00  0.37424E+04 -0.24762E+04    -6149.2    -3626.6     -166.6     173
      174.0000  0.00000E+00  0.59606E+04  0.00000E+00  0.37460E+04 -0.30588E+04    -4956.5    -2712.3      -10.4     174
      175.0000  0.00000E+00  0.59782E+04  0.00000E+00  0.37620E+04 -0.36415E+04    -2863.7    -1786.4       -9.7     175
      176.0000  0.00000E+00  0.60145E+04  0.00000E+00  0.37974E+04 -0.42241E+04    -1092.5    -1009.4       -9.4     176
      177.0000  0.00000E+00  0.60660E+04  0.00000E+00  0.38486E+04 -0.48068E+04     -303.4     -630.7       -9.2     177
      178.0000  0.00000E+00  0.61327E+04  0.00000E+00  0.39152E+04 -0.48068E+04     -249.2     -552.6     -221.5     178
      179.0000  0.00000E+00  0.62112E+04  0.00000E+00  0.39936E+04 -0.48068E+04     -282.7     -549.5     -320.2     179
      180.0000  0.00000E+00  0.62978E+04  0.00000E+00  0.40801E+04 -0.48068E+04     -324.9     -566.9     -413.2     180
      181.0000  0.00000E+00  0.63844E+04  0.00000E+00  0.41667E+04 -0.48068E+04     -366.4     -592.0     -509.1     181
      182.0000  0.00000E+00  0.64699E+04  0.00000E+00  0.42520E+04 -0.48068E+04     -408.5     -622.4     -612.1     182
      183.0000  0.00000E+00  0.65377E+04  0.00000E+00  0.43198E+04 -0.48068E+04     -445.3     -649.8     -683.7     183
      184.0000  0.00000E+00  0.65694E+04  0.00000E+00  0.43514E+04 -0.48068E+04     -468.4     -664.1     -670.5     184
      185.0000  0.00000E+00  0.66010E+04  0.00000E+00  0.43830E+04 -0.48068E+04     -490.0     -679.5     -676.5     185
      186.0000  0.00000E+00  0.66337E+04  0.00000E+00  0.44157E+04 -0.48068E+04     -512.6     -696.3     -695.2     186
      187.0000  0.00000E+00  0.66525E+04  0.00000E+00  0.44344E+04 -0.48068E+04     -529.3     -707.6     -685.8     187
      188.0000  0.00000E+00  0.66642E+04  0.00000E+00  0.44461E+04 -0.48068E+04     -541.5     -716.1     -672.1     188
      189.0000  0.00000E+00  0.66770E+04  0.00000E+00  0.44590E+04 -0.48068E+04     -553.9     -725.3     -671.1     189
      190.0000  0.00000E+00  0.66864E+04  0.00000E+00  0.44684E+04 -0.48068E+04     -564.6     -732.9     -667.4     190
      191.0000  0.00000E+00  0.66934E+04  0.00000E+00  0.44754E+04 -0.48068E+04     -574.1     -739.4     -663.7     191
      192.0000  0.00000E+00  0.67016E+04  0.00000E+00  0.44836E+04 -0.48068E+04     -584.1     -746.5     -667.3     192
      193.0000  0.00000E+00  0.67063E+04  0.00000E+00  0.44883E+04 -0.48068E+04     -592.4     -751.9     -665.1     193
      194.0000  0.00000E+00  0.67110E+04  0.00000E+00  0.44930E+04 -0.48068E+04     -601.0     -757.2     -666.3     194
      195.0000  0.00000E+00  0.67133E+04  0.00000E+00  0.44953E+04 -0.48068E+04     -608.0     -761.3     -664.4     195
      196.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.44965E+04 -0.48068E+04     -613.9     -764.8     -662.5     196
      197.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.44965E+04 -0.48068E+04     -619.0     -767.7     -660.2     197
      198.0000  0.00000E+00  0.67180E+04  0.00000E+00  0.45000E+04 -0.48068E+04     -626.1     -772.3     -667.9     198
      199.0000  0.00000E+00  0.67367E+04  0.00000E+00  0.45187E+04 -0.48068E+04     -642.0     -784.6     -711.8     199
      200.0000  0.00000E+00  0.67742E+04  0.00000E+00  0.45561E+04 -0.48068E+04     -670.2     -808.2     -813.6     200
      201.0000  0.00000E+00  0.68269E+04  0.00000E+00  0.46083E+04 -0.48068E+04     -713.8     -843.7     -976.6     201
      202.0000  0.00000E+00  0.68995E+04  0.00000E+00  0.46793E+04 -0.48068E+04     -784.7     -899.5    -1289.0     202
      203.0000  0.00000E+00  0.69861E+04  0.00000E+00  0.47620E+04 -0.48068E+04     -888.7     -976.2    -1789.5     203
      204.0000  0.00000E+00  0.70809E+04  0.00000E+00  0.48497E+04 -0.48068E+04    -1019.7    -1071.7    -2502.3     204
      205.0000  0.00000E+00  0.71745E+04  0.00000E+00  0.49332E+04 -0.48068E+04    -1172.3    -1177.3    -3295.2     205
      206.0000  0.00000E+00  0.72612E+04  0.00000E+00  0.50076E+04 -0.48068E+04    -1329.6    -1281.8    -3929.1     206
      207.0000  0.00000E+00  0.73408E+04  0.00000E+00  0.50736E+04 -0.48068E+04    -1488.2    -1382.6    -4396.2     207
      208.0000  0.00000E+00  0.74098E+04  0.00000E+00  0.51293E+04 -0.48068E+04    -1633.4    -1469.8    -4658.6     208
