 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 

        1.0000  0.00000E+00  0.58529E+01  0.00000E+00  0.58529E+01 -0.12138E+02    -1007.4     -996.2     -240.3       1
        2.0000  0.00000E+00  0.81941E+01  0.00000E+00  0.81941E+01 -0.24277E+02     -999.9     -988.9     -228.6       2
        3.0000  0.00000E+00  0.11706E+02  0.00000E+00  0.11706E+02 -0.36415E+02     -989.2     -982.2     -224.6       3
        4.0000  0.00000E+00  0.15218E+02  0.00000E+00  0.15218E+02 -0.48553E+02     -977.4     -975.4     -222.2       4
        5.0000  0.00000E+00  0.18729E+02  0.00000E+00  0.18729E+02 -0.72830E+02     -960.7     -960.0     -112.7       5
        6.0000  0.00000E+00  0.23412E+02  0.00000E+00  0.23389E+02 -0.65547E+03     -567.7     -684.5       -5.4       6
        7.0000  0.00000E+00  0.40970E+02  0.00000E+00  0.40824E+02 -0.12381E+04     -184.9     -446.2       -5.1       7
        8.0000  0.00000E+00  0.77259E+02  0.00000E+00  0.76809E+02 -0.18207E+04      -83.1     -320.3       -4.9       8
        9.0000  0.00000E+00  0.12876E+03  0.00000E+00  0.12782E+03 -0.24034E+04      -63.6     -224.4       -4.5       9
       10.0000  0.00000E+00  0.19549E+03  0.00000E+00  0.19454E+03 -0.24034E+04      -90.8     -201.8      -92.0      10
       11.0000  0.00000E+00  0.27392E+03  0.00000E+00  0.27297E+03 -0.24034E+04     -111.3     -219.1     -121.2      11
       12.0000  0.00000E+00  0.36054E+03  0.00000E+00  0.35959E+03 -0.24034E+04     -135.6     -243.2     -156.8      12
       13.0000  0.00000E+00  0.44716E+03  0.00000E+00  0.44622E+03 -0.24034E+04     -164.2     -270.4     -197.9      13
       14.0000  0.00000E+00  0.53262E+03  0.00000E+00  0.53167E+03 -0.24034E+04     -196.6     -299.7     -244.2      14
       15.0000  0.00000E+00  0.60051E+03  0.00000E+00  0.59956E+03 -0.24034E+04     -225.0     -325.8     -279.1      15
       16.0000  0.00000E+00  0.63212E+03  0.00000E+00  0.63117E+03 -0.24034E+04     -242.5     -343.7     -282.2      16
       17.0000  0.00000E+00  0.66372E+03  0.00000E+00  0.66278E+03 -0.24034E+04     -261.4     -361.8     -298.5      17
