 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 
       54.0000  0.00000E+00  0.16096E+04  0.00000E+00  0.15971E+04 -0.24034E+04    -1077.2     -960.4    -1064.1      54
       55.0000  0.00000E+00  0.16295E+04  0.00000E+00  0.16164E+04 -0.24034E+04    -1097.4     -975.6    -1135.5      55
       56.0000  0.00000E+00  0.16657E+04  0.00000E+00  0.16511E+04 -0.24034E+04    -1137.3    -1004.6    -1255.9      56
       57.0000  0.00000E+00  0.17196E+04  0.00000E+00  0.17019E+04 -0.24034E+04    -1202.2    -1050.5    -1448.3      57
       58.0000  0.00000E+00  0.17922E+04  0.00000E+00  0.17691E+04 -0.24034E+04    -1297.3    -1115.5    -1729.1      58
       59.0000  0.00000E+00  0.18788E+04  0.00000E+00  0.18472E+04 -0.24034E+04    -1421.3    -1197.9    -2083.4      59
       60.0000  0.00000E+00  0.19666E+04  0.00000E+00  0.19244E+04 -0.24034E+04    -1556.7    -1285.6    -2427.8      60
       61.0000  0.00000E+00  0.20380E+04  0.00000E+00  0.19860E+04 -0.24034E+04    -1671.5    -1355.3    -2614.7      61
       62.0000  0.00000E+00  0.21188E+04  0.00000E+00  0.20541E+04 -0.24034E+04    -1806.4    -1438.7    -2880.8      62
       63.0000  0.00000E+00  0.21960E+04  0.00000E+00  0.21177E+04 -0.24034E+04    -1938.4    -1520.1    -3101.4      63
       64.0000  0.00000E+00  0.22663E+04  0.00000E+00  0.21744E+04 -0.24034E+04    -2060.5    -1594.4    -3265.8      64
       65.0000  0.00000E+00  0.23201E+04  0.00000E+00  0.22174E+04 -0.24034E+04    -2158.1    -1648.0    -3291.8      65
       66.0000  0.00000E+00  0.23552E+04  0.00000E+00  0.22454E+04 -0.24034E+04    -2217.2    -1677.2    -3182.6      66
       67.0000  0.00000E+00  0.23716E+04  0.00000E+00  0.22589E+04 -0.24034E+04    -2238.4    -1682.4    -2973.6      67
       68.0000  0.00000E+00  0.23798E+04  0.00000E+00  0.22660E+04 -0.24034E+04    -2242.5    -1678.5    -2770.7      68
       69.0000  0.00000E+00  0.23880E+04  0.00000E+00  0.22732E+04 -0.24034E+04    -2246.1    -1676.4    -2636.2      69
       70.0000  0.00000E+00  0.24009E+04  0.00000E+00  0.22843E+04 -0.24034E+04    -2258.9    -1682.0    -2582.8      70
       71.0000  0.00000E+00  0.24126E+04  0.00000E+00  0.22944E+04 -0.24034E+04    -2269.6    -1686.5    -2534.7      71
       72.0000  0.00000E+00  0.24219E+04  0.00000E+00  0.23026E+04 -0.24034E+04    -2275.6    -1688.2    -2482.9      72
       73.0000  0.00000E+00  0.24313E+04  0.00000E+00  0.23108E+04 -0.24034E+04    -2280.9    -1690.2    -2446.3      73
       74.0000  0.00000E+00  0.24395E+04  0.00000E+00  0.23181E+04 -0.24034E+04    -2283.0    -1690.9    -2411.1      74
       75.0000  0.00000E+00  0.24454E+04  0.00000E+00  0.23233E+04 -0.24034E+04    -2279.8    -1688.4    -2366.7      75
       76.0000  0.00000E+00  0.24500E+04  0.00000E+00  0.23276E+04 -0.24034E+04    -2273.5    -1684.4    -2324.6      76
       77.0000  0.00000E+00  0.24547E+04  0.00000E+00  0.23318E+04 -0.24034E+04    -2266.9    -1680.7    -2292.8      77
       78.0000  0.00000E+00  0.24617E+04  0.00000E+00  0.23382E+04 -0.24034E+04    -2265.2    -1680.6    -2287.0      78
       79.0000  0.00000E+00  0.24863E+04  0.00000E+00  0.23584E+04 -0.24034E+04    -2298.1    -1703.8    -2411.8      79
       80.0000  0.00000E+00  0.25273E+04  0.00000E+00  0.23915E+04 -0.24034E+04    -2364.6    -1749.8    -2633.8      80
       81.0000  0.00000E+00  0.25858E+04  0.00000E+00  0.24376E+04 -0.24034E+04    -2471.4    -1820.9    -2973.7      81
       82.0000  0.00000E+00  0.26607E+04  0.00000E+00  0.24945E+04 -0.24034E+04    -2615.3    -1916.3    -3399.8      82
       83.0000  0.00000E+00  0.27474E+04  0.00000E+00  0.25576E+04 -0.24034E+04    -2790.1    -2029.9    -3876.8      83
       84.0000  0.00000E+00  0.28422E+04  0.00000E+00  0.26233E+04 -0.24034E+04    -2988.9    -2156.0    -4374.6      84
       85.0000  0.00000E+00  0.29358E+04  0.00000E+00  0.26851E+04 -0.24034E+04    -3191.2    -2279.1    -4785.9      85
       86.0000  0.00000E+00  0.30248E+04  0.00000E+00  0.27414E+04 -0.24034E+04    -3378.7    -2392.7    -5105.1      86
       87.0000  0.00000E+00  0.31067E+04  0.00000E+00  0.27914E+04 -0.24034E+04    -3549.9    -2493.1    -5320.0      87
       88.0000  0.00000E+00  0.31770E+04  0.00000E+00  0.28332E+04 -0.24034E+04    -3696.4    -2573.2    -5421.3      88
       89.0000  0.00000E+00  0.32320E+04  0.00000E+00  0.28655E+04 -0.24034E+04    -3806.5    -2628.5    -5399.4      89
       90.0000  0.00000E+00  0.32706E+04  0.00000E+00  0.28883E+04 -0.24034E+04    -3873.4    -2658.2    -5263.1      90
       91.0000  0.00000E+00  0.32917E+04  0.00000E+00  0.29008E+04 -0.24034E+04    -3898.9    -2661.3    -5014.5      91
       92.0000  0.00000E+00  0.33057E+04  0.00000E+00  0.29097E+04 -0.24034E+04    -3907.7    -2656.2    -4778.5      92
       93.0000  0.00000E+00  0.33221E+04  0.00000E+00  0.29199E+04 -0.24034E+04    -3920.6    -2656.8    -4632.8      93
       94.0000  0.00000E+00  0.33362E+04  0.00000E+00  0.29290E+04 -0.24034E+04    -3928.0    -2655.0    -4503.1      94
       95.0000  0.00000E+00  0.33432E+04  0.00000E+00  0.29337E+04 -0.24034E+04    -3918.3    -2642.6    -4336.7      95
       96.0000  0.00000E+00  0.33479E+04  0.00000E+00  0.29370E+04 -0.24034E+04    -3901.5    -2627.1    -4183.8      96
       97.0000  0.00000E+00  0.33537E+04  0.00000E+00  0.29410E+04 -0.24034E+04    -3886.2    -2614.6    -4077.0      97
       98.0000  0.00000E+00  0.33584E+04  0.00000E+00  0.29444E+04 -0.24034E+04    -3867.3    -2600.7    -3978.9      98
       99.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29469E+04 -0.24034E+04    -3844.7    -2585.2    -3886.9      99
      100.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29469E+04 -0.24034E+04    -3812.0    -2563.7    -3773.0     100
      101.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29469E+04 -0.24034E+04    -3778.9    -2542.8    -3682.0     101
      102.0000  0.00000E+00  0.33678E+04  0.00000E+00  0.29511E+04 -0.24034E+04    -3761.2    -2533.3    -3666.2     102
      103.0000  0.00000E+00  0.33877E+04  0.00000E+00  0.29644E+04 -0.24034E+04    -3776.6    -2546.9    -3777.3     103
      104.0000  0.00000E+00  0.34216E+04  0.00000E+00  0.29864E+04 -0.24034E+04    -3826.9    -2583.6    -3998.3     104
      105.0000  0.00000E+00  0.34708E+04  0.00000E+00  0.30173E+04 -0.24034E+04    -3915.0    -2645.2    -4311.8     105
      106.0000  0.00000E+00  0.35363E+04  0.00000E+00  0.30567E+04 -0.24034E+04    -4043.8    -2732.8    -4713.1     106
      107.0000  0.00000E+00  0.36136E+04  0.00000E+00  0.31009E+04 -0.24034E+04    -4202.9    -2837.0    -5146.1     107
      108.0000  0.00000E+00  0.37014E+04  0.00000E+00  0.31484E+04 -0.24034E+04    -4381.7    -2948.2    -5578.7     108
      109.0000  0.00000E+00  0.37927E+04  0.00000E+00  0.31953E+04 -0.24034E+04    -4554.5    -3058.7    -5899.6     109
      110.0000  0.00000E+00  0.38735E+04  0.00000E+00  0.32350E+04 -0.24034E+04    -4699.0    -3152.7    -6062.8     110
      111.0000  0.00000E+00  0.39554E+04  0.00000E+00  0.32735E+04 -0.24034E+04    -4847.8    -3244.5    -6238.8     111
      112.0000  0.00000E+00  0.40245E+04  0.00000E+00  0.33052E+04 -0.24034E+04    -4969.8    -3312.7    -6322.6     112
      113.0000  0.00000E+00  0.40771E+04  0.00000E+00  0.33291E+04 -0.24034E+04    -5056.0    -3354.4    -6295.6     113
      114.0000  0.00000E+00  0.41123E+04  0.00000E+00  0.33452E+04 -0.24034E+04    -5103.9    -3370.1    -6166.9     114
      115.0000  0.00000E+00  0.41251E+04  0.00000E+00  0.33515E+04 -0.24034E+04    -5102.6    -3355.0    -5916.8     115
      116.0000  0.00000E+00  0.41298E+04  0.00000E+00  0.33540E+04 -0.24034E+04    -5080.8    -3329.4    -5658.2     116
      117.0000  0.00000E+00  0.41333E+04  0.00000E+00  0.33559E+04 -0.24034E+04    -5054.0    -3303.5    -5445.3     117
      118.0000  0.00000E+00  0.41392E+04  0.00000E+00  0.33592E+04 -0.24034E+04    -5030.7    -3283.1    -5294.2     118
      119.0000  0.00000E+00  0.41415E+04  0.00000E+00  0.33605E+04 -0.24034E+04    -4997.6    -3257.5    -5129.0     119
      120.0000  0.00000E+00  0.41450E+04  0.00000E+00  0.33625E+04 -0.24034E+04    -4965.9    -3235.0    -5003.7     120
      121.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33639E+04 -0.24034E+04    -4929.8    -3211.1    -4884.3     121
      122.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33639E+04 -0.24034E+04    -4886.7    -3183.5    -4757.4     122
      123.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33639E+04 -0.24034E+04    -4842.7    -3156.7    -4650.9     123
      124.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33639E+04 -0.24034E+04    -4798.0    -3130.4    -4558.7     124
      125.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33639E+04 -0.24034E+04    -4752.8    -3104.6    -4477.1     125
      126.0000  0.00000E+00  0.41509E+04  0.00000E+00  0.33661E+04 -0.24034E+04    -4716.9    -3085.9    -4442.6     126
      127.0000  0.00000E+00  0.41708E+04  0.00000E+00  0.33773E+04 -0.24034E+04    -4720.3    -3094.9    -4564.2     127
      128.0000  0.00000E+00  0.42118E+04  0.00000E+00  0.33996E+04 -0.24034E+04    -4772.6    -3138.7    -4850.7     128
      129.0000  0.00000E+00  0.42726E+04  0.00000E+00  0.34313E+04 -0.24034E+04    -4869.0    -3213.9    -5235.3     129
      130.0000  0.00000E+00  0.43534E+04  0.00000E+00  0.34710E+04 -0.24034E+04    -5009.3    -3311.0    -5699.7     130
      131.0000  0.00000E+00  0.44482E+04  0.00000E+00  0.35146E+04 -0.24034E+04    -5165.3    -3421.0    -6092.2     131
      132.0000  0.00000E+00  0.45489E+04  0.00000E+00  0.35582E+04 -0.24034E+04    -5322.4    -3530.6    -6390.4     132
      133.0000  0.00000E+00  0.46484E+04  0.00000E+00  0.35989E+04 -0.24034E+04    -5467.1    -3630.8    -6592.0     133
      134.0000  0.00000E+00  0.47444E+04  0.00000E+00  0.36361E+04 -0.24034E+04    -5596.0    -3727.2    -6716.5     134
      135.0000  0.00000E+00  0.48345E+04  0.00000E+00  0.36694E+04 -0.24034E+04    -5724.8    -3810.0    -6853.9     135
      136.0000  0.00000E+00  0.49129E+04  0.00000E+00  0.36977E+04 -0.24034E+04    -5830.8    -3872.2    -6916.6     136
      137.0000  0.00000E+00  0.49715E+04  0.00000E+00  0.37186E+04 -0.24034E+04    -5900.6    -3906.2    -6877.0     137
      138.0000  0.00000E+00  0.50171E+04  0.00000E+00  0.37351E+04 -0.24034E+04    -5945.1    -3923.9    -6786.2     138
      139.0000  0.00000E+00  0.50417E+04  0.00000E+00  0.37442E+04 -0.24034E+04    -5953.9    -3915.9    -6618.1     139
      140.0000  0.00000E+00  0.50593E+04  0.00000E+00  0.37509E+04 -0.24034E+04    -5948.7    -3901.3    -6459.4     140
      141.0000  0.00000E+00  0.50757E+04  0.00000E+00  0.37574E+04 -0.24034E+04    -5939.8    -3887.0    -6329.4     141
      142.0000  0.00000E+00  0.50862E+04  0.00000E+00  0.37619E+04 -0.24034E+04    -5920.5    -3866.5    -6188.1     142
      143.0000  0.00000E+00  0.50991E+04  0.00000E+00  0.37673E+04 -0.24034E+04    -5902.9    -3850.4    -6089.4     143
      144.0000  0.00000E+00  0.51131E+04  0.00000E+00  0.37733E+04 -0.24034E+04    -5886.5    -3836.8    -6016.1     144
      145.0000  0.00000E+00  0.51283E+04  0.00000E+00  0.37797E+04 -0.24034E+04    -5871.8    -3825.6    -5962.3     145
      146.0000  0.00000E+00  0.51389E+04  0.00000E+00  0.37844E+04 -0.24034E+04    -5849.4    -3808.5    -5881.7     146
      147.0000  0.00000E+00  0.51424E+04  0.00000E+00  0.37861E+04 -0.24034E+04    -5813.4    -3781.5    -5755.1     147
      148.0000  0.00000E+00  0.51471E+04  0.00000E+00  0.37883E+04 -0.24034E+04    -5778.5    -3757.3    -5660.5     148
      149.0000  0.00000E+00  0.51529E+04  0.00000E+00  0.37911E+04 -0.24034E+04    -5745.2    -3735.5    -5587.9     149
      150.0000  0.00000E+00  0.51635E+04  0.00000E+00  0.37961E+04 -0.24034E+04    -5720.6    -3721.5    -5563.2     150
      151.0000  0.00000E+00  0.51892E+04  0.00000E+00  0.38074E+04 -0.24034E+04    -5722.8    -3729.8    -5655.8     151
      152.0000  0.00000E+00  0.52313E+04  0.00000E+00  0.38254E+04 -0.24034E+04    -5755.1    -3762.2    -5843.9     152
      153.0000  0.00000E+00  0.52922E+04  0.00000E+00  0.38503E+04 -0.24034E+04    -5819.5    -3820.3    -6102.3     153
      154.0000  0.00000E+00  0.53648E+04  0.00000E+00  0.38787E+04 -0.24034E+04    -5905.8    -3885.3    -6380.8     154
      155.0000  0.00000E+00  0.54549E+04  0.00000E+00  0.39120E+04 -0.24034E+04    -6004.9    -3966.5    -6620.9     155
      156.0000  0.00000E+00  0.55533E+04  0.00000E+00  0.39464E+04 -0.24034E+04    -6109.7    -4050.7    -6827.4     156
      157.0000  0.00000E+00  0.56469E+04  0.00000E+00  0.39774E+04 -0.24034E+04    -6200.8    -4130.2    -6938.7     157
      158.0000  0.00000E+00  0.57335E+04  0.00000E+00  0.40048E+04 -0.24034E+04    -6291.6    -4195.6    -7049.7     158
      159.0000  0.00000E+00  0.58061E+04  0.00000E+00  0.40274E+04 -0.24034E+04    -6360.6    -4239.9    -7088.5     159
      160.0000  0.00000E+00  0.58471E+04  0.00000E+00  0.40403E+04 -0.24034E+04    -6386.3    -4246.1    -6992.3     160
      161.0000  0.00000E+00  0.58646E+04  0.00000E+00  0.40461E+04 -0.24034E+04    -6376.5    -4227.0    -6806.1     161
      162.0000  0.00000E+00  0.58869E+04  0.00000E+00  0.40535E+04 -0.24034E+04    -6368.7    -4215.1    -6693.7     162
      163.0000  0.00000E+00  0.59021E+04  0.00000E+00  0.40589E+04 -0.24034E+04    -6351.2    -4196.7    -6572.9     163
      164.0000  0.00000E+00  0.59138E+04  0.00000E+00  0.40632E+04 -0.24034E+04    -6328.0    -4175.5    -6458.6     164
      165.0000  0.00000E+00  0.59220E+04  0.00000E+00  0.40664E+04 -0.24034E+04    -6298.9    -4151.0    -6343.4     165
      166.0000  0.00000E+00  0.59278E+04  0.00000E+00  0.40687E+04 -0.24034E+04    -6265.3    -4124.3    -6230.2     166
      167.0000  0.00000E+00  0.59325E+04  0.00000E+00  0.40707E+04 -0.24034E+04    -6228.6    -4096.9    -6125.2     167
      168.0000  0.00000E+00  0.59372E+04  0.00000E+00  0.40726E+04 -0.24034E+04    -6190.4    -4070.4    -6034.4     168
      169.0000  0.00000E+00  0.59431E+04  0.00000E+00  0.40752E+04 -0.24155E+04    -6153.0    -4003.1     -501.1     169
      170.0000  0.00000E+00  0.59454E+04  0.00000E+00  0.40764E+04 -0.24277E+04    -6094.2    -3929.9     -450.2     170
      171.0000  0.00000E+00  0.59489E+04  0.00000E+00  0.40782E+04 -0.24398E+04    -6008.5    -3860.0     -429.7     171
      172.0000  0.00000E+00  0.59524E+04  0.00000E+00  0.40801E+04 -0.24519E+04    -5902.4    -3791.5     -417.2     172
      173.0000  0.00000E+00  0.59559E+04  0.00000E+00  0.40821E+04 -0.24762E+04    -5782.5    -3698.1     -170.7     173
      174.0000  0.00000E+00  0.59606E+04  0.00000E+00  0.40856E+04 -0.30589E+04    -4710.0    -2829.3       -7.3     174
      175.0000  0.00000E+00  0.59782E+04  0.00000E+00  0.41013E+04 -0.36415E+04    -2803.4    -1944.6       -6.7     175
      176.0000  0.00000E+00  0.60145E+04  0.00000E+00  0.41362E+04 -0.42241E+04    -1191.4    -1204.1       -6.4     176
      177.0000  0.00000E+00  0.60660E+04  0.00000E+00  0.41870E+04 -0.48068E+04     -373.4     -769.3       -6.3     177
      178.0000  0.00000E+00  0.61327E+04  0.00000E+00  0.42535E+04 -0.48068E+04     -251.5     -642.8     -187.3     178
      179.0000  0.00000E+00  0.62111E+04  0.00000E+00  0.43317E+04 -0.48068E+04     -279.4     -622.5     -298.8     179
      180.0000  0.00000E+00  0.62978E+04  0.00000E+00  0.44181E+04 -0.48068E+04     -326.3     -634.9     -412.8     180
      181.0000  0.00000E+00  0.63844E+04  0.00000E+00  0.45046E+04 -0.48068E+04     -381.2     -663.7     -536.6     181
      182.0000  0.00000E+00  0.64698E+04  0.00000E+00  0.45898E+04 -0.48068E+04     -444.7     -704.2     -666.2     182
      183.0000  0.00000E+00  0.65377E+04  0.00000E+00  0.46575E+04 -0.48068E+04     -506.8     -743.4     -745.0     183
      184.0000  0.00000E+00  0.65693E+04  0.00000E+00  0.46890E+04 -0.48068E+04     -546.3     -762.3     -727.6     184
      185.0000  0.00000E+00  0.66009E+04  0.00000E+00  0.47205E+04 -0.48068E+04     -583.9     -783.7     -740.9     185
      186.0000  0.00000E+00  0.66337E+04  0.00000E+00  0.47532E+04 -0.48068E+04     -620.7     -807.1     -771.6     186
      187.0000  0.00000E+00  0.66524E+04  0.00000E+00  0.47719E+04 -0.48068E+04     -646.0     -821.8     -767.5     187
      188.0000  0.00000E+00  0.66641E+04  0.00000E+00  0.47836E+04 -0.48068E+04     -664.9     -831.9     -758.9     188
      189.0000  0.00000E+00  0.66770E+04  0.00000E+00  0.47965E+04 -0.48068E+04     -683.6     -843.0     -766.2     189
      190.0000  0.00000E+00  0.66864E+04  0.00000E+00  0.48058E+04 -0.48068E+04     -698.8     -851.7     -768.2     190
      191.0000  0.00000E+00  0.66934E+04  0.00000E+00  0.48128E+04 -0.48068E+04     -711.4     -858.9     -769.3     191
      192.0000  0.00000E+00  0.67016E+04  0.00000E+00  0.48210E+04 -0.48068E+04     -724.8     -866.8     -778.5     192
      193.0000  0.00000E+00  0.67063E+04  0.00000E+00  0.48257E+04 -0.48068E+04     -734.7     -872.4     -779.1     193
      194.0000  0.00000E+00  0.67110E+04  0.00000E+00  0.48304E+04 -0.48068E+04     -744.3     -877.9     -783.4     194
      195.0000  0.00000E+00  0.67133E+04  0.00000E+00  0.48327E+04 -0.48068E+04     -751.6     -881.7     -783.1     195
      196.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.48339E+04 -0.48068E+04     -757.7     -884.7     -782.3     196
      197.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.48339E+04 -0.48068E+04     -762.6     -886.9     -780.7     197
      198.0000  0.00000E+00  0.67180E+04  0.00000E+00  0.48374E+04 -0.48068E+04     -770.3     -891.5     -791.6     198
      199.0000  0.00000E+00  0.67367E+04  0.00000E+00  0.48561E+04 -0.48068E+04     -791.6     -907.0     -845.9     199
      200.0000  0.00000E+00  0.67742E+04  0.00000E+00  0.48931E+04 -0.48068E+04     -831.4     -936.1     -954.9     200
      201.0000  0.00000E+00  0.68269E+04  0.00000E+00  0.49444E+04 -0.48068E+04     -889.8     -978.0    -1099.9     201
      202.0000  0.00000E+00  0.68994E+04  0.00000E+00  0.50140E+04 -0.48068E+04     -973.7    -1038.8    -1328.8     202
      203.0000  0.00000E+00  0.69861E+04  0.00000E+00  0.50954E+04 -0.48068E+04    -1079.7    -1114.7    -1622.7     203
      204.0000  0.00000E+00  0.70809E+04  0.00000E+00  0.51823E+04 -0.48068E+04    -1205.9    -1204.0    -1962.4     204
      205.0000  0.00000E+00  0.71745E+04  0.00000E+00  0.52658E+04 -0.48068E+04    -1341.6    -1297.2    -2288.8     205
      206.0000  0.00000E+00  0.72611E+04  0.00000E+00  0.53413E+04 -0.48068E+04    -1474.5    -1386.2    -2558.5     206
      207.0000  0.00000E+00  0.73407E+04  0.00000E+00  0.54092E+04 -0.48068E+04    -1605.7    -1468.9    -2767.5     207
      208.0000  0.00000E+00  0.74098E+04  0.00000E+00  0.54671E+04 -0.48068E+04    -1718.2    -1542.1    -2882.4     208
