 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 

        1.0000  0.00000E+00  0.58529E+01  0.00000E+00  0.58529E+01 -0.12138E+02    -1007.2     -996.6     -313.0       1
        2.0000  0.00000E+00  0.81941E+01  0.00000E+00  0.81941E+01 -0.24277E+02     -999.8     -989.5     -302.4       2
        3.0000  0.00000E+00  0.11706E+02  0.00000E+00  0.11706E+02 -0.36415E+02     -989.5     -983.1     -298.1       3
        4.0000  0.00000E+00  0.15218E+02  0.00000E+00  0.15218E+02 -0.48553E+02     -978.1     -976.5     -295.2       4
        5.0000  0.00000E+00  0.18729E+02  0.00000E+00  0.18729E+02 -0.72830E+02     -961.9     -962.0     -164.1       5
        6.0000  0.00000E+00  0.23412E+02  0.00000E+00  0.23406E+02 -0.65547E+03     -613.2     -716.3      -10.8       6
        7.0000  0.00000E+00  0.40970E+02  0.00000E+00  0.40928E+02 -0.12381E+04     -245.6     -494.8      -10.2       7
        8.0000  0.00000E+00  0.77259E+02  0.00000E+00  0.77115E+02 -0.18207E+04     -123.9     -372.0       -9.8       8
        9.0000  0.00000E+00  0.12876E+03  0.00000E+00  0.12848E+03 -0.24034E+04      -88.4     -291.5       -9.3       9
       10.0000  0.00000E+00  0.19549E+03  0.00000E+00  0.19520E+03 -0.24034E+04     -105.4     -259.2     -105.1      10
       11.0000  0.00000E+00  0.27392E+03  0.00000E+00  0.27363E+03 -0.24034E+04     -123.6     -255.4     -127.7      11
       12.0000  0.00000E+00  0.36054E+03  0.00000E+00  0.36025E+03 -0.24034E+04     -142.1     -264.1     -152.0      12
       13.0000  0.00000E+00  0.44716E+03  0.00000E+00  0.44688E+03 -0.24034E+04     -161.4     -278.2     -177.8      13
       14.0000  0.00000E+00  0.53262E+03  0.00000E+00  0.53233E+03 -0.24034E+04     -183.0     -295.4     -204.2      14
