 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 
       62.0000  0.00000E+00  0.21188E+04  0.00000E+00  0.20598E+04 -0.24034E+04    -1703.8    -1394.4    -2943.0      62
       63.0000  0.00000E+00  0.21960E+04  0.00000E+00  0.21238E+04 -0.24034E+04    -1834.2    -1475.9    -3183.0      63
       64.0000  0.00000E+00  0.22663E+04  0.00000E+00  0.21807E+04 -0.24034E+04    -1956.5    -1550.3    -3367.2      64
       65.0000  0.00000E+00  0.23201E+04  0.00000E+00  0.22239E+04 -0.24034E+04    -2049.3    -1603.9    -3399.9      65
       66.0000  0.00000E+00  0.23552E+04  0.00000E+00  0.22520E+04 -0.24034E+04    -2109.4    -1632.9    -3288.2      66
       67.0000  0.00000E+00  0.23716E+04  0.00000E+00  0.22655E+04 -0.24034E+04    -2135.8    -1638.0    -3066.2      67
       68.0000  0.00000E+00  0.23798E+04  0.00000E+00  0.22727E+04 -0.24034E+04    -2143.0    -1634.3    -2850.6      68
       69.0000  0.00000E+00  0.23880E+04  0.00000E+00  0.22799E+04 -0.24034E+04    -2149.9    -1632.8    -2697.2      69
       70.0000  0.00000E+00  0.24009E+04  0.00000E+00  0.22910E+04 -0.24034E+04    -2165.7    -1639.2    -2630.7      70
       71.0000  0.00000E+00  0.24126E+04  0.00000E+00  0.23012E+04 -0.24034E+04    -2179.7    -1644.8    -2572.4      71
       72.0000  0.00000E+00  0.24219E+04  0.00000E+00  0.23094E+04 -0.24034E+04    -2189.0    -1647.7    -2511.5      72
       73.0000  0.00000E+00  0.24313E+04  0.00000E+00  0.23177E+04 -0.24034E+04    -2198.1    -1651.1    -2467.1      73
       74.0000  0.00000E+00  0.24395E+04  0.00000E+00  0.23250E+04 -0.24034E+04    -2204.5    -1653.1    -2425.3      74
       75.0000  0.00000E+00  0.24454E+04  0.00000E+00  0.23303E+04 -0.24034E+04    -2205.9    -1652.0    -2375.0      75
       76.0000  0.00000E+00  0.24500E+04  0.00000E+00  0.23346E+04 -0.24034E+04    -2204.3    -1649.5    -2327.8      76
       77.0000  0.00000E+00  0.24547E+04  0.00000E+00  0.23389E+04 -0.24034E+04    -2202.3    -1647.3    -2292.1      77
       78.0000  0.00000E+00  0.24617E+04  0.00000E+00  0.23452E+04 -0.24034E+04    -2204.8    -1648.7    -2284.1      78
       79.0000  0.00000E+00  0.24863E+04  0.00000E+00  0.23655E+04 -0.24034E+04    -2240.8    -1673.7    -2413.3      79
       80.0000  0.00000E+00  0.25273E+04  0.00000E+00  0.23988E+04 -0.24034E+04    -2310.5    -1721.5    -2645.7      80
       81.0000  0.00000E+00  0.25858E+04  0.00000E+00  0.24450E+04 -0.24034E+04    -2418.6    -1794.6    -3001.2      81
       82.0000  0.00000E+00  0.26607E+04  0.00000E+00  0.25021E+04 -0.24034E+04    -2562.7    -1892.7    -3452.9      82
       83.0000  0.00000E+00  0.27474E+04  0.00000E+00  0.25651E+04 -0.24034E+04    -2737.3    -2009.7    -3959.8      83
       84.0000  0.00000E+00  0.28422E+04  0.00000E+00  0.26306E+04 -0.24034E+04    -2934.0    -2140.4    -4475.7      84
       85.0000  0.00000E+00  0.29358E+04  0.00000E+00  0.26920E+04 -0.24034E+04    -3134.7    -2269.1    -4943.0      85
       86.0000  0.00000E+00  0.30248E+04  0.00000E+00  0.27477E+04 -0.24034E+04    -3329.0    -2388.9    -5288.6      86
       87.0000  0.00000E+00  0.31067E+04  0.00000E+00  0.27969E+04 -0.24034E+04    -3503.5    -2495.4    -5521.2      87
       88.0000  0.00000E+00  0.31770E+04  0.00000E+00  0.28379E+04 -0.24034E+04    -3652.2    -2579.8    -5632.0      88
       89.0000  0.00000E+00  0.32320E+04  0.00000E+00  0.28697E+04 -0.24034E+04    -3766.9    -2636.5    -5589.9      89
       90.0000  0.00000E+00  0.32706E+04  0.00000E+00  0.28920E+04 -0.24034E+04    -3837.9    -2664.7    -5428.7      90
       91.0000  0.00000E+00  0.32917E+04  0.00000E+00  0.29044E+04 -0.24034E+04    -3862.1    -2664.0    -5156.6      91
       92.0000  0.00000E+00  0.33057E+04  0.00000E+00  0.29132E+04 -0.24034E+04    -3869.8    -2656.2    -4893.0      92
       93.0000  0.00000E+00  0.33221E+04  0.00000E+00  0.29234E+04 -0.24034E+04    -3884.6    -2656.3    -4747.4      93
       94.0000  0.00000E+00  0.33362E+04  0.00000E+00  0.29323E+04 -0.24034E+04    -3896.1    -2654.6    -4621.5      94
       95.0000  0.00000E+00  0.33432E+04  0.00000E+00  0.29370E+04 -0.24034E+04    -3891.2    -2641.8    -4457.3      95
       96.0000  0.00000E+00  0.33479E+04  0.00000E+00  0.29402E+04 -0.24034E+04    -3880.6    -2626.4    -4304.5      96
       97.0000  0.00000E+00  0.33537E+04  0.00000E+00  0.29443E+04 -0.24034E+04    -3871.2    -2614.7    -4187.9      97
       98.0000  0.00000E+00  0.33584E+04  0.00000E+00  0.29476E+04 -0.24034E+04    -3858.3    -2601.9    -4082.1      98
       99.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29501E+04 -0.24034E+04    -3842.0    -2587.6    -3983.3      99
      100.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29501E+04 -0.24034E+04    -3816.0    -2567.1    -3861.9     100
      101.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.29501E+04 -0.24034E+04    -3789.2    -2547.5    -3764.2     101
      102.0000  0.00000E+00  0.33678E+04  0.00000E+00  0.29543E+04 -0.24034E+04    -3777.4    -2539.8    -3746.3     102
      103.0000  0.00000E+00  0.33877E+04  0.00000E+00  0.29674E+04 -0.24034E+04    -3798.2    -2556.2    -3861.5     103
      104.0000  0.00000E+00  0.34216E+04  0.00000E+00  0.29893E+04 -0.24034E+04    -3852.6    -2596.8    -4087.3     104
      105.0000  0.00000E+00  0.34708E+04  0.00000E+00  0.30198E+04 -0.24034E+04    -3943.1    -2663.7    -4405.7     105
      106.0000  0.00000E+00  0.35363E+04  0.00000E+00  0.30586E+04 -0.24034E+04    -4080.4    -2759.3    -4864.3     106
      107.0000  0.00000E+00  0.36136E+04  0.00000E+00  0.31017E+04 -0.24034E+04    -4250.5    -2875.0    -5337.2     107
      108.0000  0.00000E+00  0.37014E+04  0.00000E+00  0.31473E+04 -0.24034E+04    -4447.0    -3008.8    -5828.3     108
      109.0000  0.00000E+00  0.37927E+04  0.00000E+00  0.31918E+04 -0.24034E+04    -4660.0    -3135.9    -6257.0     109
      110.0000  0.00000E+00  0.38735E+04  0.00000E+00  0.32290E+04 -0.24034E+04    -4819.1    -3244.9    -6374.9     110
      111.0000  0.00000E+00  0.39554E+04  0.00000E+00  0.32649E+04 -0.24034E+04    -4989.5    -3352.4    -6533.8     111
      112.0000  0.00000E+00  0.40245E+04  0.00000E+00  0.32944E+04 -0.24034E+04    -5128.0    -3429.3    -6588.1     112
      113.0000  0.00000E+00  0.40771E+04  0.00000E+00  0.33167E+04 -0.24034E+04    -5227.1    -3472.1    -6509.0     113
      114.0000  0.00000E+00  0.41123E+04  0.00000E+00  0.33319E+04 -0.24034E+04    -5265.5    -3482.4    -6310.2     114
      115.0000  0.00000E+00  0.41251E+04  0.00000E+00  0.33379E+04 -0.24034E+04    -5240.9    -3453.8    -5960.1     115
      116.0000  0.00000E+00  0.41298E+04  0.00000E+00  0.33403E+04 -0.24034E+04    -5199.9    -3415.5    -5649.4     116
      117.0000  0.00000E+00  0.41333E+04  0.00000E+00  0.33422E+04 -0.24034E+04    -5161.4    -3380.5    -5442.6     117
      118.0000  0.00000E+00  0.41392E+04  0.00000E+00  0.33454E+04 -0.24034E+04    -5133.2    -3354.9    -5318.3     118
      119.0000  0.00000E+00  0.41415E+04  0.00000E+00  0.33467E+04 -0.24034E+04    -5095.5    -3323.7    -5164.7     119
      120.0000  0.00000E+00  0.41450E+04  0.00000E+00  0.33486E+04 -0.24034E+04    -5059.7    -3297.3    -5048.6     120
      121.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33500E+04 -0.24034E+04    -5019.3    -3269.9    -4938.6     121
      122.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33500E+04 -0.24034E+04    -4972.5    -3238.7    -4816.9     122
      123.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33500E+04 -0.24034E+04    -4926.3    -3208.9    -4716.9     123
      124.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33500E+04 -0.24034E+04    -4881.0    -3180.1    -4631.5     124
      125.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.33500E+04 -0.24034E+04    -4836.4    -3152.3    -4556.5     125
      126.0000  0.00000E+00  0.41509E+04  0.00000E+00  0.33521E+04 -0.24034E+04    -4803.8    -3133.0    -4530.9     126
      127.0000  0.00000E+00  0.41708E+04  0.00000E+00  0.33632E+04 -0.24034E+04    -4818.7    -3145.7    -4677.4     127
      128.0000  0.00000E+00  0.42118E+04  0.00000E+00  0.33849E+04 -0.24034E+04    -4889.5    -3199.2    -5009.7     128
      129.0000  0.00000E+00  0.42726E+04  0.00000E+00  0.34153E+04 -0.24034E+04    -5011.6    -3291.4    -5439.0     129
      130.0000  0.00000E+00  0.43534E+04  0.00000E+00  0.34525E+04 -0.24034E+04    -5202.5    -3422.8    -6009.1     130
      131.0000  0.00000E+00  0.44482E+04  0.00000E+00  0.34925E+04 -0.24034E+04    -5429.5    -3563.6    -6532.6     131
      132.0000  0.00000E+00  0.45489E+04  0.00000E+00  0.35315E+04 -0.24034E+04    -5633.9    -3704.4    -6812.9     132
      133.0000  0.00000E+00  0.46484E+04  0.00000E+00  0.35668E+04 -0.24034E+04    -5808.3    -3845.7    -6921.4     133
      134.0000  0.00000E+00  0.47444E+04  0.00000E+00  0.35991E+04 -0.24034E+04    -6006.6    -3955.4    -7148.6     134
      135.0000  0.00000E+00  0.48345E+04  0.00000E+00  0.36279E+04 -0.24034E+04    -6158.0    -4057.6    -7142.9     135
      136.0000  0.00000E+00  0.49129E+04  0.00000E+00  0.36522E+04 -0.24034E+04    -6280.5    -4133.6    -7159.6     136
      137.0000  0.00000E+00  0.49715E+04  0.00000E+00  0.36704E+04 -0.24034E+04    -6351.6    -4169.2    -7095.0     137
      138.0000  0.00000E+00  0.50171E+04  0.00000E+00  0.36849E+04 -0.24034E+04    -6386.1    -4183.2    -6972.2     138
      139.0000  0.00000E+00  0.50417E+04  0.00000E+00  0.36930E+04 -0.24034E+04    -6366.7    -4159.6    -6745.1     139
      140.0000  0.00000E+00  0.50593E+04  0.00000E+00  0.36992E+04 -0.24034E+04    -6331.0    -4129.1    -6547.8     140
      141.0000  0.00000E+00  0.50757E+04  0.00000E+00  0.37052E+04 -0.24034E+04    -6295.5    -4101.7    -6411.5     141
      142.0000  0.00000E+00  0.50862E+04  0.00000E+00  0.37093E+04 -0.24034E+04    -6245.9    -4065.6    -6258.1     142
      143.0000  0.00000E+00  0.50991E+04  0.00000E+00  0.37143E+04 -0.24034E+04    -6205.0    -4038.0    -6172.4     143
      144.0000  0.00000E+00  0.51131E+04  0.00000E+00  0.37199E+04 -0.24034E+04    -6169.4    -4015.2    -6116.9     144
      145.0000  0.00000E+00  0.51283E+04  0.00000E+00  0.37260E+04 -0.24034E+04    -6139.3    -3996.5    -6081.9     145
      146.0000  0.00000E+00  0.51389E+04  0.00000E+00  0.37303E+04 -0.24034E+04    -6096.2    -3968.9    -5996.9     146
      147.0000  0.00000E+00  0.51424E+04  0.00000E+00  0.37319E+04 -0.24034E+04    -6030.0    -3926.6    -5843.6     147
      148.0000  0.00000E+00  0.51471E+04  0.00000E+00  0.37340E+04 -0.24034E+04    -5970.8    -3889.4    -5748.9     148
      149.0000  0.00000E+00  0.51529E+04  0.00000E+00  0.37367E+04 -0.24034E+04    -5917.0    -3856.8    -5683.4     149
      150.0000  0.00000E+00  0.51635E+04  0.00000E+00  0.37415E+04 -0.24034E+04    -5881.8    -3836.6    -5682.6     150
      151.0000  0.00000E+00  0.51892E+04  0.00000E+00  0.37522E+04 -0.24034E+04    -5897.4    -3849.8    -5839.8     151
      152.0000  0.00000E+00  0.52313E+04  0.00000E+00  0.37690E+04 -0.24034E+04    -5962.0    -3898.7    -6103.6     152
      153.0000  0.00000E+00  0.52922E+04  0.00000E+00  0.37916E+04 -0.24034E+04    -6074.1    -3985.6    -6422.7     153
      154.0000  0.00000E+00  0.53648E+04  0.00000E+00  0.38166E+04 -0.24034E+04    -6210.4    -4090.4    -6713.1     154
      155.0000  0.00000E+00  0.54549E+04  0.00000E+00  0.38453E+04 -0.24034E+04    -6386.4    -4206.4    -7067.5     155
      156.0000  0.00000E+00  0.55533E+04  0.00000E+00  0.38736E+04 -0.24034E+04    -6523.7    -4337.1    -7147.0     156
      157.0000  0.00000E+00  0.56469E+04  0.00000E+00  0.38992E+04 -0.24034E+04    -6674.7    -4431.1    -7354.2     157
      158.0000  0.00000E+00  0.57335E+04  0.00000E+00  0.39218E+04 -0.24034E+04    -6763.1    -4511.9    -7334.7     158
      159.0000  0.00000E+00  0.58061E+04  0.00000E+00  0.39404E+04 -0.24034E+04    -6837.6    -4562.8    -7332.2     159
      160.0000  0.00000E+00  0.58471E+04  0.00000E+00  0.39513E+04 -0.24034E+04    -6852.0    -4554.4    -7205.1     160
      161.0000  0.00000E+00  0.58646E+04  0.00000E+00  0.39563E+04 -0.24034E+04    -6805.3    -4508.7    -6957.1     161
      162.0000  0.00000E+00  0.58869E+04  0.00000E+00  0.39629E+04 -0.24034E+04    -6766.3    -4478.6    -6830.7     162
      163.0000  0.00000E+00  0.59021E+04  0.00000E+00  0.39677E+04 -0.24034E+04    -6713.6    -4439.5    -6691.7     163
      164.0000  0.00000E+00  0.59138E+04  0.00000E+00  0.39716E+04 -0.24034E+04    -6654.7    -4397.2    -6563.0     164
      165.0000  0.00000E+00  0.59220E+04  0.00000E+00  0.39745E+04 -0.24034E+04    -6588.8    -4350.7    -6432.6     165
      166.0000  0.00000E+00  0.59278E+04  0.00000E+00  0.39767E+04 -0.24034E+04    -6517.8    -4302.2    -6306.1     166
      167.0000  0.00000E+00  0.59325E+04  0.00000E+00  0.39785E+04 -0.24034E+04    -6444.9    -4253.9    -6190.6     167
      168.0000  0.00000E+00  0.59372E+04  0.00000E+00  0.39804E+04 -0.24034E+04    -6373.2    -4208.4    -6094.4     168
      169.0000  0.00000E+00  0.59431E+04  0.00000E+00  0.39829E+04 -0.24155E+04    -6296.0    -4107.4     -383.0     169
      170.0000  0.00000E+00  0.59454E+04  0.00000E+00  0.39840E+04 -0.24277E+04    -6148.6    -3997.9     -342.9     170
      171.0000  0.00000E+00  0.59489E+04  0.00000E+00  0.39858E+04 -0.24398E+04    -5971.4    -3896.1     -327.5     171
      172.0000  0.00000E+00  0.59524E+04  0.00000E+00  0.39878E+04 -0.24519E+04    -5793.4    -3800.3     -318.7     172
      173.0000  0.00000E+00  0.59560E+04  0.00000E+00  0.39898E+04 -0.24762E+04    -5620.1    -3686.2     -144.6     173
      174.0000  0.00000E+00  0.59606E+04  0.00000E+00  0.39933E+04 -0.30588E+04    -4686.1    -2869.3      -10.9     174
      175.0000  0.00000E+00  0.59782E+04  0.00000E+00  0.40089E+04 -0.36415E+04    -2946.8    -2014.0      -10.4     175
      176.0000  0.00000E+00  0.60145E+04  0.00000E+00  0.40437E+04 -0.42241E+04    -1482.4    -1278.0      -10.1     176
      177.0000  0.00000E+00  0.60660E+04  0.00000E+00  0.40945E+04 -0.48068E+04     -544.8     -794.9       -9.9     177
      178.0000  0.00000E+00  0.61327E+04  0.00000E+00  0.41610E+04 -0.48068E+04     -296.0     -628.1     -156.1     178
      179.0000  0.00000E+00  0.62111E+04  0.00000E+00  0.42393E+04 -0.48068E+04     -296.3     -600.0     -257.6     179
      180.0000  0.00000E+00  0.62978E+04  0.00000E+00  0.43258E+04 -0.48068E+04     -331.4     -611.8     -378.5     180
      181.0000  0.00000E+00  0.63844E+04  0.00000E+00  0.44122E+04 -0.48068E+04     -380.7     -641.0     -510.0     181
      182.0000  0.00000E+00  0.64698E+04  0.00000E+00  0.44975E+04 -0.48068E+04     -435.8     -680.1     -652.0     182
      183.0000  0.00000E+00  0.65377E+04  0.00000E+00  0.45652E+04 -0.48068E+04     -487.5     -716.3     -742.9     183
      184.0000  0.00000E+00  0.65693E+04  0.00000E+00  0.45968E+04 -0.48068E+04     -517.3     -733.1     -726.9     184
      185.0000  0.00000E+00  0.66009E+04  0.00000E+00  0.46283E+04 -0.48068E+04     -548.3     -751.8     -737.3     185
      186.0000  0.00000E+00  0.66337E+04  0.00000E+00  0.46610E+04 -0.48068E+04     -578.8     -772.3     -763.5     186
      187.0000  0.00000E+00  0.66524E+04  0.00000E+00  0.46797E+04 -0.48068E+04     -599.1     -785.1     -753.0     187
      188.0000  0.00000E+00  0.66641E+04  0.00000E+00  0.46914E+04 -0.48068E+04     -614.4     -794.0     -737.9     188
      189.0000  0.00000E+00  0.66770E+04  0.00000E+00  0.47042E+04 -0.48068E+04     -630.5     -804.0     -739.4     189
      190.0000  0.00000E+00  0.66864E+04  0.00000E+00  0.47136E+04 -0.48068E+04     -643.5     -811.8     -736.1     190
      191.0000  0.00000E+00  0.66934E+04  0.00000E+00  0.47206E+04 -0.48068E+04     -654.4     -818.2     -732.6     191
      192.0000  0.00000E+00  0.67016E+04  0.00000E+00  0.47288E+04 -0.48068E+04     -666.1     -825.5     -738.3     192
      193.0000  0.00000E+00  0.67063E+04  0.00000E+00  0.47335E+04 -0.48068E+04     -675.1     -830.5     -735.6     193
      194.0000  0.00000E+00  0.67110E+04  0.00000E+00  0.47382E+04 -0.48068E+04     -683.8     -835.5     -737.4     194
      195.0000  0.00000E+00  0.67133E+04  0.00000E+00  0.47405E+04 -0.48068E+04     -690.6     -839.0     -734.7     195
      196.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.47417E+04 -0.48068E+04     -696.2     -841.7     -731.9     196
      197.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.47417E+04 -0.48068E+04     -700.8     -843.7     -728.6     197
      198.0000  0.00000E+00  0.67180E+04  0.00000E+00  0.47452E+04 -0.48068E+04     -708.1     -848.0     -738.4     198
      199.0000  0.00000E+00  0.67367E+04  0.00000E+00  0.47639E+04 -0.48068E+04     -729.0     -862.6     -793.1     199
      200.0000  0.00000E+00  0.67742E+04  0.00000E+00  0.48011E+04 -0.48068E+04     -765.5     -890.3     -897.3     200
      201.0000  0.00000E+00  0.68269E+04  0.00000E+00  0.48529E+04 -0.48068E+04     -817.6     -930.7    -1047.8     201
      202.0000  0.00000E+00  0.68994E+04  0.00000E+00  0.49231E+04 -0.48068E+04     -893.5     -988.8    -1286.7     202
      203.0000  0.00000E+00  0.69861E+04  0.00000E+00  0.50051E+04 -0.48068E+04     -992.6    -1063.3    -1594.9     203
      204.0000  0.00000E+00  0.70809E+04  0.00000E+00  0.50927E+04 -0.48068E+04    -1111.1    -1150.0    -1957.4     204
      205.0000  0.00000E+00  0.71745E+04  0.00000E+00  0.51770E+04 -0.48068E+04    -1237.8    -1240.8    -2307.9     205
      206.0000  0.00000E+00  0.72611E+04  0.00000E+00  0.52530E+04 -0.48068E+04    -1365.9    -1328.8    -2601.4     206
      207.0000  0.00000E+00  0.73407E+04  0.00000E+00  0.53215E+04 -0.48068E+04    -1488.8    -1409.4    -2830.4     207
      208.0000  0.00000E+00  0.74098E+04  0.00000E+00  0.53798E+04 -0.48068E+04    -1600.3    -1480.6    -2954.8     208
