 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 
       62.0000  0.00000E+00  0.21188E+04  0.00000E+00  0.20718E+04 -0.24034E+04    -1540.0    -1277.9    -2182.6      62
       63.0000  0.00000E+00  0.21960E+04  0.00000E+00  0.21394E+04 -0.24034E+04    -1633.5    -1336.8    -2342.6      63
       64.0000  0.00000E+00  0.22663E+04  0.00000E+00  0.22002E+04 -0.24034E+04    -1722.3    -1389.5    -2454.5      64
       65.0000  0.00000E+00  0.23201E+04  0.00000E+00  0.22464E+04 -0.24034E+04    -1788.5    -1427.7    -2462.8      65
       66.0000  0.00000E+00  0.23552E+04  0.00000E+00  0.22765E+04 -0.24034E+04    -1828.1    -1448.4    -2387.7      66
       67.0000  0.00000E+00  0.23716E+04  0.00000E+00  0.22911E+04 -0.24034E+04    -1841.9    -1452.1    -2246.6      67
       68.0000  0.00000E+00  0.23798E+04  0.00000E+00  0.22987E+04 -0.24034E+04    -1843.6    -1449.2    -2117.8      68
       69.0000  0.00000E+00  0.23880E+04  0.00000E+00  0.23064E+04 -0.24034E+04    -1844.4    -1447.4    -2033.9      69
       70.0000  0.00000E+00  0.24009E+04  0.00000E+00  0.23181E+04 -0.24034E+04    -1850.7    -1450.9    -1999.3      70
       71.0000  0.00000E+00  0.24126E+04  0.00000E+00  0.23289E+04 -0.24034E+04    -1855.4    -1453.6    -1969.7      71
       72.0000  0.00000E+00  0.24219E+04  0.00000E+00  0.23377E+04 -0.24034E+04    -1856.5    -1454.2    -1937.7      72
       73.0000  0.00000E+00  0.24313E+04  0.00000E+00  0.23464E+04 -0.24034E+04    -1857.2    -1455.0    -1916.1      73
       74.0000  0.00000E+00  0.24395E+04  0.00000E+00  0.23542E+04 -0.24034E+04    -1855.7    -1454.9    -1894.6      74
       75.0000  0.00000E+00  0.24454E+04  0.00000E+00  0.23597E+04 -0.24034E+04    -1850.4    -1452.5    -1866.7      75
       76.0000  0.00000E+00  0.24500E+04  0.00000E+00  0.23643E+04 -0.24034E+04    -1843.2    -1449.2    -1840.2      76
       77.0000  0.00000E+00  0.24547E+04  0.00000E+00  0.23688E+04 -0.24034E+04    -1835.8    -1446.0    -1820.2      77
       78.0000  0.00000E+00  0.24617E+04  0.00000E+00  0.23755E+04 -0.24034E+04    -1831.9    -1445.4    -1816.6      78
       79.0000  0.00000E+00  0.24863E+04  0.00000E+00  0.23970E+04 -0.24034E+04    -1852.6    -1461.2    -1898.8      79
       80.0000  0.00000E+00  0.25273E+04  0.00000E+00  0.24325E+04 -0.24034E+04    -1896.9    -1492.8    -2044.6      80
       81.0000  0.00000E+00  0.25858E+04  0.00000E+00  0.24824E+04 -0.24034E+04    -1967.7    -1542.0    -2260.5      81
       82.0000  0.00000E+00  0.26607E+04  0.00000E+00  0.25448E+04 -0.24034E+04    -2066.7    -1609.5    -2552.6      82
       83.0000  0.00000E+00  0.27474E+04  0.00000E+00  0.26150E+04 -0.24034E+04    -2188.7    -1690.0    -2900.5      83
       84.0000  0.00000E+00  0.28422E+04  0.00000E+00  0.26896E+04 -0.24034E+04    -2327.5    -1780.3    -3269.9      84
       85.0000  0.00000E+00  0.29358E+04  0.00000E+00  0.27611E+04 -0.24034E+04    -2469.7    -1869.9    -3597.1      85
       86.0000  0.00000E+00  0.30248E+04  0.00000E+00  0.28271E+04 -0.24034E+04    -2610.1    -1954.6    -3846.4      86
       87.0000  0.00000E+00  0.31067E+04  0.00000E+00  0.28866E+04 -0.24034E+04    -2736.3    -2031.2    -4042.3      87
       88.0000  0.00000E+00  0.31770E+04  0.00000E+00  0.29367E+04 -0.24034E+04    -2844.4    -2093.6    -4141.1      88
       89.0000  0.00000E+00  0.32320E+04  0.00000E+00  0.29755E+04 -0.24034E+04    -2927.2    -2137.3    -4134.0      89
       90.0000  0.00000E+00  0.32706E+04  0.00000E+00  0.30028E+04 -0.24034E+04    -2982.0    -2160.9    -4027.0      90
       91.0000  0.00000E+00  0.32917E+04  0.00000E+00  0.30178E+04 -0.24034E+04    -3002.5    -2163.5    -3825.6      91
       92.0000  0.00000E+00  0.33057E+04  0.00000E+00  0.30284E+04 -0.24034E+04    -3009.0    -2159.6    -3642.1      92
       93.0000  0.00000E+00  0.33221E+04  0.00000E+00  0.30405E+04 -0.24034E+04    -3018.5    -2160.3    -3526.5      93
       94.0000  0.00000E+00  0.33362E+04  0.00000E+00  0.30512E+04 -0.24034E+04    -3023.3    -2159.1    -3422.5      94
       95.0000  0.00000E+00  0.33432E+04  0.00000E+00  0.30568E+04 -0.24034E+04    -3014.9    -2149.7    -3291.5      95
       96.0000  0.00000E+00  0.33479E+04  0.00000E+00  0.30606E+04 -0.24034E+04    -3001.1    -2138.1    -3175.9      96
       97.0000  0.00000E+00  0.33537E+04  0.00000E+00  0.30654E+04 -0.24034E+04    -2988.8    -2128.8    -3097.0      97
       98.0000  0.00000E+00  0.33584E+04  0.00000E+00  0.30692E+04 -0.24034E+04    -2973.6    -2118.5    -3023.9      98
       99.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.30721E+04 -0.24034E+04    -2955.7    -2107.1    -2955.3      99
      100.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.30721E+04 -0.24034E+04    -2930.5    -2091.2    -2871.5     100
      101.0000  0.00000E+00  0.33619E+04  0.00000E+00  0.30721E+04 -0.24034E+04    -2904.0    -2075.9    -2803.3     101
      102.0000  0.00000E+00  0.33678E+04  0.00000E+00  0.30770E+04 -0.24034E+04    -2888.0    -2069.0    -2790.8     102
      103.0000  0.00000E+00  0.33877E+04  0.00000E+00  0.30923E+04 -0.24034E+04    -2896.2    -2079.2    -2869.3     103
      104.0000  0.00000E+00  0.34216E+04  0.00000E+00  0.31178E+04 -0.24034E+04    -2930.0    -2106.7    -3020.6     104
      105.0000  0.00000E+00  0.34708E+04  0.00000E+00  0.31540E+04 -0.24034E+04    -2994.2    -2152.9    -3255.7     105
      106.0000  0.00000E+00  0.35363E+04  0.00000E+00  0.32010E+04 -0.24034E+04    -3090.0    -2219.8    -3574.6     106
      107.0000  0.00000E+00  0.36136E+04  0.00000E+00  0.32547E+04 -0.24034E+04    -3208.9    -2301.2    -3928.5     107
      108.0000  0.00000E+00  0.37014E+04  0.00000E+00  0.33132E+04 -0.24034E+04    -3350.5    -2395.9    -4321.4     108
      109.0000  0.00000E+00  0.37927E+04  0.00000E+00  0.33717E+04 -0.24034E+04    -3501.3    -2494.6    -4697.2     109
      110.0000  0.00000E+00  0.38735E+04  0.00000E+00  0.34218E+04 -0.24034E+04    -3641.7    -2577.7    -4969.6     110
      111.0000  0.00000E+00  0.39554E+04  0.00000E+00  0.34709E+04 -0.24034E+04    -3778.2    -2661.6    -5196.7     111
      112.0000  0.00000E+00  0.40245E+04  0.00000E+00  0.35114E+04 -0.24034E+04    -3889.6    -2725.9    -5289.9     112
      113.0000  0.00000E+00  0.40771E+04  0.00000E+00  0.35420E+04 -0.24034E+04    -3967.5    -2766.1    -5254.2     113
      114.0000  0.00000E+00  0.41123E+04  0.00000E+00  0.35625E+04 -0.24034E+04    -4007.9    -2781.4    -5099.4     114
      115.0000  0.00000E+00  0.41251E+04  0.00000E+00  0.35705E+04 -0.24034E+04    -4003.1    -2767.3    -4805.8     115
      116.0000  0.00000E+00  0.41298E+04  0.00000E+00  0.35736E+04 -0.24034E+04    -3981.7    -2744.4    -4544.1     116
      117.0000  0.00000E+00  0.41333E+04  0.00000E+00  0.35760E+04 -0.24034E+04    -3959.4    -2722.7    -4359.7     117
      118.0000  0.00000E+00  0.41392E+04  0.00000E+00  0.35801E+04 -0.24034E+04    -3941.7    -2706.6    -4219.7     118
      119.0000  0.00000E+00  0.41415E+04  0.00000E+00  0.35817E+04 -0.24034E+04    -3915.2    -2686.4    -4071.2     119
      120.0000  0.00000E+00  0.41450E+04  0.00000E+00  0.35842E+04 -0.24034E+04    -3889.8    -2669.2    -3962.1     120
      121.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.35859E+04 -0.24034E+04    -3862.4    -2651.1    -3862.2     121
      122.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.35859E+04 -0.24034E+04    -3830.0    -2630.1    -3758.3     122
      123.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.35859E+04 -0.24034E+04    -3797.4    -2609.8    -3671.6     123
      124.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.35859E+04 -0.24034E+04    -3764.7    -2590.1    -3596.9     124
      125.0000  0.00000E+00  0.41474E+04  0.00000E+00  0.35859E+04 -0.24034E+04    -3731.9    -2570.9    -3530.8     125
      126.0000  0.00000E+00  0.41509E+04  0.00000E+00  0.35885E+04 -0.24034E+04    -3706.1    -2557.5    -3501.9     126
      127.0000  0.00000E+00  0.41708E+04  0.00000E+00  0.36020E+04 -0.24034E+04    -3709.9    -2566.5    -3595.3     127
      128.0000  0.00000E+00  0.42118E+04  0.00000E+00  0.36290E+04 -0.24034E+04    -3755.2    -2604.2    -3826.0     128
      129.0000  0.00000E+00  0.42726E+04  0.00000E+00  0.36678E+04 -0.24034E+04    -3840.1    -2669.0    -4169.9     129
      130.0000  0.00000E+00  0.43534E+04  0.00000E+00  0.37170E+04 -0.24034E+04    -3964.6    -2761.1    -4600.6     130
      131.0000  0.00000E+00  0.44482E+04  0.00000E+00  0.37717E+04 -0.24034E+04    -4132.5    -2872.8    -5137.3     131
      132.0000  0.00000E+00  0.45489E+04  0.00000E+00  0.38263E+04 -0.24034E+04    -4313.5    -2991.8    -5565.0     132
      133.0000  0.00000E+00  0.46484E+04  0.00000E+00  0.38772E+04 -0.24034E+04    -4492.8    -3106.4    -5911.4     133
      134.0000  0.00000E+00  0.47444E+04  0.00000E+00  0.39239E+04 -0.24034E+04    -4661.3    -3211.7    -6140.9     134
      135.0000  0.00000E+00  0.48345E+04  0.00000E+00  0.39660E+04 -0.24034E+04    -4813.2    -3304.1    -6280.4     135
      136.0000  0.00000E+00  0.49129E+04  0.00000E+00  0.40016E+04 -0.24034E+04    -4936.7    -3375.4    -6324.7     136
      137.0000  0.00000E+00  0.49715E+04  0.00000E+00  0.40281E+04 -0.24034E+04    -5017.1    -3414.7    -6238.8     137
      138.0000  0.00000E+00  0.50171E+04  0.00000E+00  0.40490E+04 -0.24034E+04    -5071.3    -3436.3    -6098.4     138
      139.0000  0.00000E+00  0.50417E+04  0.00000E+00  0.40604E+04 -0.24034E+04    -5075.8    -3427.0    -5843.8     139
      140.0000  0.00000E+00  0.50593E+04  0.00000E+00  0.40690E+04 -0.24034E+04    -5062.0    -3412.0    -5628.7     140
      141.0000  0.00000E+00  0.50757E+04  0.00000E+00  0.40772E+04 -0.24034E+04    -5050.2    -3399.0    -5483.1     141
      142.0000  0.00000E+00  0.50862E+04  0.00000E+00  0.40828E+04 -0.24034E+04    -5026.5    -3379.4    -5328.1     142
      143.0000  0.00000E+00  0.50991E+04  0.00000E+00  0.40896E+04 -0.24034E+04    -5010.3    -3366.0    -5231.7     143
      144.0000  0.00000E+00  0.51131E+04  0.00000E+00  0.40970E+04 -0.24034E+04    -4997.3    -3355.9    -5165.2     144
      145.0000  0.00000E+00  0.51283E+04  0.00000E+00  0.41051E+04 -0.24034E+04    -4987.5    -3348.6    -5121.6     145
      146.0000  0.00000E+00  0.51389E+04  0.00000E+00  0.41109E+04 -0.24034E+04    -4967.1    -3334.5    -5041.4     146
      147.0000  0.00000E+00  0.51424E+04  0.00000E+00  0.41129E+04 -0.24034E+04    -4928.5    -3309.5    -4906.1     147
      148.0000  0.00000E+00  0.51471E+04  0.00000E+00  0.41157E+04 -0.24034E+04    -4893.4    -3287.7    -4815.9     148
      149.0000  0.00000E+00  0.51529E+04  0.00000E+00  0.41191E+04 -0.24034E+04    -4862.0    -3269.0    -4752.8     149
      150.0000  0.00000E+00  0.51635E+04  0.00000E+00  0.41252E+04 -0.24034E+04    -4843.4    -3258.6    -4743.4     150
      151.0000  0.00000E+00  0.51892E+04  0.00000E+00  0.41389E+04 -0.24034E+04    -4861.1    -3271.8    -4865.2     151
      152.0000  0.00000E+00  0.52313E+04  0.00000E+00  0.41608E+04 -0.24034E+04    -4916.4    -3310.9    -5093.5     152
      153.0000  0.00000E+00  0.52922E+04  0.00000E+00  0.41912E+04 -0.24034E+04    -5014.4    -3379.6    -5412.8     153
      154.0000  0.00000E+00  0.53648E+04  0.00000E+00  0.42256E+04 -0.24034E+04    -5143.9    -3465.7    -5770.9     154
      155.0000  0.00000E+00  0.54549E+04  0.00000E+00  0.42656E+04 -0.24034E+04    -5310.6    -3572.2    -6166.3     155
      156.0000  0.00000E+00  0.55533E+04  0.00000E+00  0.43066E+04 -0.24034E+04    -5479.7    -3684.5    -6442.5     156
      157.0000  0.00000E+00  0.56469E+04  0.00000E+00  0.43433E+04 -0.24034E+04    -5623.3    -3788.9    -6572.6     157
      158.0000  0.00000E+00  0.57335E+04  0.00000E+00  0.43757E+04 -0.24034E+04    -5759.1    -3876.4    -6699.9     158
      159.0000  0.00000E+00  0.58061E+04  0.00000E+00  0.44023E+04 -0.24034E+04    -5862.2    -3936.7    -6726.6     159
      160.0000  0.00000E+00  0.58471E+04  0.00000E+00  0.44177E+04 -0.24034E+04    -5894.8    -3944.9    -6558.4     160
      161.0000  0.00000E+00  0.58646E+04  0.00000E+00  0.44246E+04 -0.24034E+04    -5865.2    -3919.5    -6276.6     161
      162.0000  0.00000E+00  0.58869E+04  0.00000E+00  0.44335E+04 -0.24034E+04    -5844.5    -3906.9    -6128.5     162
      163.0000  0.00000E+00  0.59021E+04  0.00000E+00  0.44399E+04 -0.24034E+04    -5809.8    -3886.2    -5976.3     163
      164.0000  0.00000E+00  0.59138E+04  0.00000E+00  0.44451E+04 -0.24034E+04    -5769.1    -3862.2    -5839.8     164
      165.0000  0.00000E+00  0.59220E+04  0.00000E+00  0.44488E+04 -0.24034E+04    -5721.1    -3834.1    -5707.0     165
      166.0000  0.00000E+00  0.59278E+04  0.00000E+00  0.44516E+04 -0.24034E+04    -5668.6    -3803.6    -5583.9     166
      167.0000  0.00000E+00  0.59325E+04  0.00000E+00  0.44539E+04 -0.24034E+04    -5614.6    -3772.6    -5477.1     167
      168.0000  0.00000E+00  0.59372E+04  0.00000E+00  0.44563E+04 -0.24034E+04    -5562.9    -3743.1    -5390.2     168
      169.0000  0.00000E+00  0.59431E+04  0.00000E+00  0.44594E+04 -0.24155E+04    -5508.3    -3676.8     -674.9     169
      170.0000  0.00000E+00  0.59454E+04  0.00000E+00  0.44607E+04 -0.24277E+04    -5423.9    -3606.6     -614.5     170
      171.0000  0.00000E+00  0.59489E+04  0.00000E+00  0.44627E+04 -0.24398E+04    -5325.3    -3541.6     -585.5     171
      172.0000  0.00000E+00  0.59524E+04  0.00000E+00  0.44649E+04 -0.24519E+04    -5213.9    -3478.8     -553.9     172
      173.0000  0.00000E+00  0.59559E+04  0.00000E+00  0.44671E+04 -0.24762E+04    -5097.6    -3397.5     -200.5     173
      174.0000  0.00000E+00  0.59606E+04  0.00000E+00  0.44707E+04 -0.30588E+04    -4321.2    -2703.6       -7.0     174
      175.0000  0.00000E+00  0.59782E+04  0.00000E+00  0.44864E+04 -0.36415E+04    -2781.7    -1981.9       -6.6     175
      176.0000  0.00000E+00  0.60145E+04  0.00000E+00  0.45209E+04 -0.42241E+04    -1482.3    -1349.2       -6.5     176
      177.0000  0.00000E+00  0.60660E+04  0.00000E+00  0.45713E+04 -0.48068E+04     -627.3     -909.7       -6.3     177
      178.0000  0.00000E+00  0.61327E+04  0.00000E+00  0.46377E+04 -0.48068E+04     -399.2     -768.9     -206.1     178
      179.0000  0.00000E+00  0.62111E+04  0.00000E+00  0.47158E+04 -0.48068E+04     -411.2     -758.3     -379.1     179
      180.0000  0.00000E+00  0.62978E+04  0.00000E+00  0.48022E+04 -0.48068E+04     -455.9     -780.9     -553.3     180
      181.0000  0.00000E+00  0.63844E+04  0.00000E+00  0.48885E+04 -0.48068E+04     -520.8     -820.1     -713.5     181
      182.0000  0.00000E+00  0.64698E+04  0.00000E+00  0.49734E+04 -0.48068E+04     -605.3     -865.2     -868.9     182
      183.0000  0.00000E+00  0.65377E+04  0.00000E+00  0.50407E+04 -0.48068E+04     -667.1     -902.5     -953.3     183
      184.0000  0.00000E+00  0.65693E+04  0.00000E+00  0.50719E+04 -0.48068E+04     -699.0     -919.7     -933.6     184
      185.0000  0.00000E+00  0.66009E+04  0.00000E+00  0.51031E+04 -0.48068E+04     -732.7     -940.0     -943.9     185
      186.0000  0.00000E+00  0.66337E+04  0.00000E+00  0.51354E+04 -0.48068E+04     -774.5     -961.9     -970.5     186
      187.0000  0.00000E+00  0.66524E+04  0.00000E+00  0.51540E+04 -0.48068E+04     -805.6     -975.8     -961.2     187
      188.0000  0.00000E+00  0.66642E+04  0.00000E+00  0.51657E+04 -0.48068E+04     -826.6     -985.6     -947.2     188
      189.0000  0.00000E+00  0.66770E+04  0.00000E+00  0.51786E+04 -0.48068E+04     -849.2     -996.5     -950.9     189
      190.0000  0.00000E+00  0.66864E+04  0.00000E+00  0.51880E+04 -0.48068E+04     -867.8    -1005.2     -950.9     190
      191.0000  0.00000E+00  0.66934E+04  0.00000E+00  0.51950E+04 -0.48068E+04     -883.4    -1012.2     -950.8     191
      192.0000  0.00000E+00  0.67016E+04  0.00000E+00  0.52032E+04 -0.48068E+04     -899.9    -1020.1     -959.7     192
      193.0000  0.00000E+00  0.67063E+04  0.00000E+00  0.52079E+04 -0.48068E+04     -912.4    -1025.4     -960.3     193
      194.0000  0.00000E+00  0.67110E+04  0.00000E+00  0.52126E+04 -0.48068E+04     -924.1    -1030.6     -965.0     194
      195.0000  0.00000E+00  0.67133E+04  0.00000E+00  0.52149E+04 -0.48068E+04     -933.1    -1034.2     -964.9     195
      196.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.52161E+04 -0.48068E+04     -940.3    -1036.8     -964.5     196
      197.0000  0.00000E+00  0.67145E+04  0.00000E+00  0.52161E+04 -0.48068E+04     -945.9    -1038.5     -963.2     197
      198.0000  0.00000E+00  0.67180E+04  0.00000E+00  0.52196E+04 -0.48068E+04     -954.5    -1042.9     -974.5     198
      199.0000  0.00000E+00  0.67367E+04  0.00000E+00  0.52380E+04 -0.48068E+04     -977.1    -1058.2    -1028.1     199
      200.0000  0.00000E+00  0.67742E+04  0.00000E+00  0.52740E+04 -0.48068E+04    -1018.0    -1086.5    -1126.3     200
      201.0000  0.00000E+00  0.68269E+04  0.00000E+00  0.53242E+04 -0.48068E+04    -1074.5    -1125.8    -1251.0     201
      202.0000  0.00000E+00  0.68994E+04  0.00000E+00  0.53923E+04 -0.48068E+04    -1151.3    -1180.3    -1442.7     202
      203.0000  0.00000E+00  0.69861E+04  0.00000E+00  0.54721E+04 -0.48068E+04    -1245.0    -1247.4    -1679.7     203
      204.0000  0.00000E+00  0.70809E+04  0.00000E+00  0.55577E+04 -0.48068E+04    -1353.3    -1324.0    -1945.0     204
      205.0000  0.00000E+00  0.71745E+04  0.00000E+00  0.56404E+04 -0.48068E+04    -1469.8    -1404.4    -2197.3     205
      206.0000  0.00000E+00  0.72612E+04  0.00000E+00  0.57154E+04 -0.48068E+04    -1581.6    -1480.1    -2406.2     206
      207.0000  0.00000E+00  0.73408E+04  0.00000E+00  0.57831E+04 -0.48068E+04    -1688.0    -1550.4    -2570.1     207
      208.0000  0.00000E+00  0.74098E+04  0.00000E+00  0.58411E+04 -0.48068E+04    -1785.6    -1611.1    -2671.5     208
