pF,logK_cmd,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
-0.5751503,2.43,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.5551102,2.42,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.5350701,2.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.5150301,2.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.49499,2.4,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.4749499,2.39,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.4549098,2.39,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.4348697,2.38,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.4148297,2.37,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.3947896,2.36,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.3747495,2.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.3547094,2.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.3346694,2.34,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.3146293,2.33,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.2945892,2.32,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.2745491,2.31,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.254509,2.3,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.2344689,2.29,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.2144289,2.28,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.1943888,2.27,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.1743487,2.26,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.1543086,2.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.1342685,2.24,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.1142285,2.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.09418838,2.21,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.0741483,2.2,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.05410822,2.19,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.03406814,2.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
-0.01402806,2.16,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.006012024,2.15,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.0260521,2.13,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.04609219,2.12,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.06613226,2.1,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.08617234,2.09,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.1062124,2.07,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.1262525,2.06,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.1462926,2.04,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.1663327,2.02,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.1863727,2.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.2064128,1.99,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.2264529,1.97,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.246493,1.95,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.2665331,1.93,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.2865731,1.91,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.3066132,1.89,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.3266533,1.87,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.3466934,1.85,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.3667335,1.82,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.3867736,1.8,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.4068136,1.78,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.4268537,1.75,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.4468938,1.73,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.4669339,1.7,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.4869739,1.68,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.507014,1.65,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.5270541,1.62,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.5470942,1.59,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.5671343,1.57,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.5871744,1.54,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.6072145,1.51,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.6272545,1.47,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.6472946,1.44,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.6673347,1.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.6873748,1.38,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.7074148,1.34,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.7274549,1.31,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.747495,1.28,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.7675351,1.24,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.7875751,1.2,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.8076152,1.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.8276553,1.13,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.8476954,1.09,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.8677354,1.05,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.8877755,1.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.9078156,0.97,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.9278557,0.93,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.9478958,0.89,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.9679359,0.85,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
0.987976,0.81,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.008016,0.76,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.028056,0.72,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.048096,0.68,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.068136,0.63,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.088176,0.59,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.108216,0.54,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.128257,0.5,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.148297,0.45,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.168337,0.4,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.188377,0.36,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.208417,0.31,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.228457,0.26,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.248497,0.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.268537,0.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.288577,0.12,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.308617,0.07,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.328657,0.02,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.348697,-0.03,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.368737,-0.07,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.388778,-0.12,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.408818,-0.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.428858,-0.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.448898,-0.27,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.468938,-0.32,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.488978,-0.37,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.509018,-0.42,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.529058,-0.47,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.549098,-0.52,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.569138,-0.57,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.589178,-0.62,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.609218,-0.67,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.629259,-0.72,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.649299,-0.77,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.669339,-0.82,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.689379,-0.86,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.709419,-0.91,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.729459,-0.96,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.749499,-1.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.769539,-1.06,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.789579,-1.11,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.809619,-1.16,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.829659,-1.2,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.849699,-1.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.86974,-1.3,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.88978,-1.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.90982,-1.39,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.92986,-1.44,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.9499,-1.49,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.96994,-1.53,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
1.98998,-1.58,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.01002,-1.62,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.03006,-1.67,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.0501,-1.71,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.07014,-1.76,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.09018,-1.8,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.11022,-1.84,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.13026,-1.89,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.150301,-1.93,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.170341,-1.97,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.190381,-2.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.210421,-2.05,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.230461,-2.09,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.250501,-2.13,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.270541,-2.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.290581,-2.21,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.310621,-2.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.330661,-2.29,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.350701,-2.33,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.370741,-2.37,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.390782,-2.4,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.410822,-2.44,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.430862,-2.48,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.450902,-2.51,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.470942,-2.55,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.490982,-2.58,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.511022,-2.62,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.531062,-2.65,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.551102,-2.68,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.571142,-2.72,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.591182,-2.75,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.611223,-2.78,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.631263,-2.82,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.651303,-2.85,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.671343,-2.88,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.691383,-2.91,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.711423,-2.94,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.731463,-2.98,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.751503,-3.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.771543,-3.04,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.791583,-3.07,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.811623,-3.1,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.831663,-3.13,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.851703,-3.16,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.871743,-3.19,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.891783,-3.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.911824,-3.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.931864,-3.29,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.951904,-3.32,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.971944,-3.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
2.991984,-3.38,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.012024,-3.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.032064,-3.44,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.052104,-3.47,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.072144,-3.51,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.092184,-3.54,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.112224,-3.57,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.132265,-3.6,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.152305,-3.64,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.172345,-3.67,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.192385,-3.7,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.212425,-3.74,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.232465,-3.77,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.252505,-3.81,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.272545,-3.84,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.292585,-3.88,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.312625,-3.91,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.332665,-3.95,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.352705,-3.98,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.372746,-4.02,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.392786,-4.06,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.412826,-4.1,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.432866,-4.14,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.452906,-4.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.472946,-4.21,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.492986,-4.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.513026,-4.29,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.533066,-4.33,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.553106,-4.37,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.573146,-4.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.593186,-4.46,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.613226,-4.5,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.633266,-4.54,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.653307,-4.58,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.673347,-4.63,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.693387,-4.67,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.713427,-4.71,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.733467,-4.76,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.753507,-4.8,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.773547,-4.85,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.793587,-4.89,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.813627,-4.94,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.833667,-4.98,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.853707,-5.03,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.873748,-5.08,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.893788,-5.12,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.913828,-5.17,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.933868,-5.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.953908,-5.26,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.973948,-5.31,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
3.993988,-5.36,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.014028,-5.41,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.034068,-5.45,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.054108,-5.5,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.074148,-5.55,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.094188,-5.6,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.114228,-5.65,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.134269,-5.7,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.154309,-5.75,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.174349,-5.8,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.194389,-5.85,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.214429,-5.9,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.234469,-5.95,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.254509,-6,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.274549,-6.05,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.294589,-6.1,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.314629,-6.15,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.334669,-6.2,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.35471,-6.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.37475,-6.3,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.39479,-6.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.41483,-6.4,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.43487,-6.45,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.45491,-6.5,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.47495,-6.55,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.49499,-6.6,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.51503,-6.65,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.53507,-6.7,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.55511,-6.75,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.57515,-6.81,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.595191,-6.86,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.615231,-6.91,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.635271,-6.96,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.655311,-7.01,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.675351,-7.06,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.695391,-7.11,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.715431,-7.16,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.735471,-7.22,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.755511,-7.27,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.775551,-7.32,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.795591,-7.37,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.815631,-7.42,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.835671,-7.47,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.855711,-7.52,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.875751,-7.58,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.895792,-7.63,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.915832,-7.68,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.935872,-7.73,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.955912,-7.78,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.975952,-7.83,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
4.995992,-7.89,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.016032,-7.94,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.036072,-7.99,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.056112,-8.04,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.076152,-8.09,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.096192,-8.14,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.116232,-8.2,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.136272,-8.25,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.156312,-8.3,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.176353,-8.35,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.196393,-8.4,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.216433,-8.46,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.236473,-8.51,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.256513,-8.56,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.276553,-8.61,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.296593,-8.66,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
5.316633,-8.71,15T,0 - 5 cm,15,T,CC,CT,0,5,4,40,11/17/2017
