pF,logK_cmd,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
0.8877755,0.69,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.9078156,0.66,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.9278557,0.63,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.9478958,0.6,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.9679359,0.58,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
0.987976,0.55,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.008016,0.52,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.028056,0.48,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.048096,0.45,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.068136,0.42,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.088176,0.39,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.108216,0.36,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.128257,0.32,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.148297,0.29,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.168337,0.26,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.188377,0.22,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.208417,0.19,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.228457,0.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.248497,0.12,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.268537,0.08,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.288577,0.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.308617,0.01,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.328657,-0.03,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.348697,-0.07,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.368737,-0.1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.388778,-0.14,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.408818,-0.18,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.428858,-0.22,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.448898,-0.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.468938,-0.29,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.488978,-0.33,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.509018,-0.37,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.529058,-0.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.549098,-0.45,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.569138,-0.49,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.589178,-0.53,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.609218,-0.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.629259,-0.61,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.649299,-0.65,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.669339,-0.69,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.689379,-0.73,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.709419,-0.77,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.729459,-0.81,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.749499,-0.85,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.769539,-0.89,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.789579,-0.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.809619,-0.97,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.829659,-1.01,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.849699,-1.06,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.86974,-1.11,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.88978,-1.16,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.90982,-1.21,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.92986,-1.27,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.9499,-1.34,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.96994,-1.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
1.98998,-1.49,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.01002,-1.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.03006,-1.65,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.0501,-1.72,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.07014,-1.79,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.09018,-1.86,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.11022,-1.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.13026,-1.99,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.150301,-2.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.170341,-2.1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.190381,-2.16,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.210421,-2.21,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.230461,-2.26,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.250501,-2.31,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.270541,-2.37,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.290581,-2.42,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.310621,-2.47,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.330661,-2.52,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.350701,-2.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.370741,-2.63,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.390782,-2.68,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.410822,-2.73,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.430862,-2.78,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.450902,-2.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.470942,-2.89,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.490982,-2.94,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.511022,-2.99,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.531062,-3.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.551102,-3.09,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.571142,-3.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.591182,-3.2,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.611223,-3.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.631263,-3.3,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.651303,-3.35,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.671343,-3.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.691383,-3.46,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.711423,-3.51,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.731463,-3.56,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.751503,-3.62,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.771543,-3.67,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.791583,-3.72,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.811623,-3.77,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.831663,-3.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.851703,-3.88,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.871743,-3.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.891783,-3.98,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.911824,-4.03,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.931864,-4.09,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.951904,-4.14,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.971944,-4.19,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
2.991984,-4.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.012024,-4.3,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.032064,-4.35,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.052104,-4.4,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.072144,-4.46,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.092184,-4.51,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.112224,-4.56,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.132265,-4.61,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.152305,-4.67,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.172345,-4.72,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.192385,-4.77,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.212425,-4.82,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.232465,-4.88,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.252505,-4.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.272545,-4.98,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.292585,-5.03,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.312625,-5.09,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.332665,-5.14,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.352705,-5.19,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.372746,-5.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.392786,-5.3,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.412826,-5.35,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.432866,-5.4,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.452906,-5.46,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.472946,-5.51,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.492986,-5.56,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.513026,-5.61,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.533066,-5.67,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.553106,-5.72,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.573146,-5.77,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.593186,-5.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.613226,-5.88,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.633266,-5.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.653307,-5.98,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.673347,-6.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.693387,-6.09,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.713427,-6.14,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.733467,-6.2,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.753507,-6.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.773547,-6.3,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.793587,-6.35,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.813627,-6.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.833667,-6.46,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.853707,-6.51,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.873748,-6.56,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.893788,-6.62,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.913828,-6.67,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.933868,-6.72,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.953908,-6.78,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.973948,-6.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
3.993988,-6.88,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.014028,-6.93,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.034068,-6.99,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.054108,-7.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.074148,-7.09,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.094188,-7.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.114228,-7.2,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.134269,-7.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.154309,-7.3,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.174349,-7.36,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.194389,-7.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.214429,-7.46,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.234469,-7.51,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.254509,-7.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.274549,-7.62,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.294589,-7.67,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.314629,-7.73,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.334669,-7.78,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.35471,-7.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.37475,-7.88,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.39479,-7.94,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.41483,-7.99,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.43487,-8.04,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.45491,-8.1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.47495,-8.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.49499,-8.2,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.51503,-8.25,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.53507,-8.31,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.55511,-8.36,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.57515,-8.41,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.595191,-8.47,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.615231,-8.52,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.635271,-8.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.655311,-8.62,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.675351,-8.68,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.695391,-8.73,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.715431,-8.78,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.735471,-8.83,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.755511,-8.89,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.775551,-8.94,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.795591,-8.99,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.815631,-9.05,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.835671,-9.1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.855711,-9.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.875751,-9.2,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.895792,-9.26,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.915832,-9.31,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.935872,-9.36,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.955912,-9.42,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.975952,-9.47,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
4.995992,-9.52,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.016032,-9.57,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.036072,-9.63,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.056112,-9.68,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.076152,-9.73,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.096192,-9.79,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.116232,-9.84,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.136272,-9.89,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.156312,-9.94,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.176353,-10,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.196393,-10.05,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.216433,-10.1,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.236473,-10.15,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.256513,-10.21,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.276553,-10.26,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.296593,-10.31,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.316633,-10.37,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.336673,-10.42,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.356713,-10.47,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.376753,-10.52,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.396793,-10.58,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.416834,-10.63,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.436874,-10.68,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.456914,-10.74,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.476954,-10.79,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.496994,-10.84,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.517034,-10.89,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.537074,-10.95,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.557114,-11,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.577154,-11.05,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.597194,-11.11,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.617235,-11.16,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.637275,-11.21,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.657315,-11.26,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.677355,-11.32,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.697395,-11.37,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.717435,-11.42,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.737475,-11.48,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.757515,-11.53,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.777555,-11.58,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.797595,-11.63,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.817635,-11.69,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.837676,-11.74,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.857716,-11.79,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.877756,-11.84,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.897796,-11.9,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.917836,-11.95,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.937876,-12,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.957916,-12.06,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.977956,-12.11,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
5.997996,-12.16,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.018036,-12.21,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.038076,-12.27,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.058116,-12.32,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.078156,-12.37,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.098197,-12.43,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.118237,-12.48,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.138277,-12.53,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.158317,-12.58,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.178357,-12.64,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.198397,-12.69,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.218437,-12.74,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.238477,-12.8,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.258517,-12.85,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.278557,-12.9,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.298597,-12.95,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.318637,-13.01,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.338677,-13.06,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.358717,-13.11,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.378757,-13.16,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.398798,-13.22,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.418838,-13.27,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.438878,-13.32,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.458918,-13.38,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.478958,-13.43,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.498998,-13.48,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.519038,-13.53,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.539078,-13.59,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.559118,-13.64,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.579158,-13.69,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.599198,-13.75,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.619238,-13.8,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.639278,-13.85,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.659318,-13.9,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.679358,-13.96,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.699399,-14.01,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.719439,-14.06,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.739479,-14.12,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.759519,-14.17,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.779559,-14.22,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
6.799599,-14.27,30B,20 - 25 cm,30,B,CC,CT,20,25,8,30,11/17/2017
