pF,VWC,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
-0.876,41.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.856,41.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.836,41.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.816,41.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.796,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.776,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.756,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.735,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.715,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.695,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.675,41.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.655,41.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.635,41.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.615,41.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.595,41.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.575,41.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.555,41.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.535,41.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.515,41.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.495,41.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.475,41.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.455,41.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.435,41.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.415,41.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.395,41.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.375,41.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.355,41.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.335,41.03,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.315,41.03,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.295,41.02,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.275,41.02,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.255,41.01,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.234,41.01,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.214,41,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.194,41,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.174,40.99,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.154,40.99,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.134,40.98,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.114,40.97,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.094,40.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.074,40.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.054,40.95,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.034,40.94,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
-0.014,40.93,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.006,40.92,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.026,40.91,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.046,40.9,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.066,40.89,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.086,40.88,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.106,40.87,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.126,40.85,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.146,40.84,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.166,40.83,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.186,40.81,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.206,40.8,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.226,40.78,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.246,40.76,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.267,40.74,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.287,40.73,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.307,40.71,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.327,40.68,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.347,40.66,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.367,40.64,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.387,40.61,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.407,40.59,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.427,40.56,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.447,40.53,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.467,40.51,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.487,40.47,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.507,40.44,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.527,40.41,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.547,40.37,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.567,40.34,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.587,40.3,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.607,40.26,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.627,40.21,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.647,40.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.667,40.12,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.687,40.08,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.707,40.03,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.727,39.97,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.747,39.92,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.768,39.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.788,39.8,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.808,39.74,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.828,39.68,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.848,39.61,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.868,39.54,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.888,39.47,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.908,39.4,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.928,39.32,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.948,39.24,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.968,39.16,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
0.988,39.07,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.008,38.98,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.028,38.89,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.048,38.8,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.068,38.7,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.088,38.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.108,38.5,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.128,38.39,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.148,38.28,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.168,38.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.188,38.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.208,37.93,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.228,37.81,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.248,37.69,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.269,37.56,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.289,37.43,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.309,37.3,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.329,37.16,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.349,37.02,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.369,36.88,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.389,36.74,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.409,36.59,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.429,36.44,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.449,36.29,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.469,36.14,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.489,35.98,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.509,35.82,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.529,35.66,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.549,35.5,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.569,35.33,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.589,35.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.609,35,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.629,34.83,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.649,34.66,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.669,34.49,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.689,34.31,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.709,34.14,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.729,33.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.749,33.78,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.77,33.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.79,33.43,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.81,33.24,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.83,33.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.85,32.88,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.87,32.7,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.89,32.52,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.91,32.33,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.93,32.15,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.95,31.97,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.97,31.78,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
1.99,31.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.01,31.41,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.03,31.23,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.05,31.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.07,30.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.09,30.68,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.11,30.5,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.13,30.31,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.15,30.13,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.17,29.95,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.19,29.76,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.21,29.58,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.23,29.4,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.251,29.22,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.271,29.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.291,28.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.311,28.68,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.331,28.5,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.351,28.33,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.371,28.15,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.391,27.97,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.411,27.8,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.431,27.63,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.451,27.45,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.471,27.28,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.491,27.11,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.511,26.94,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.531,26.77,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.551,26.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.571,26.43,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.591,26.26,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.611,26.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.631,25.93,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.651,25.76,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.671,25.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.691,25.44,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.711,25.27,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.731,25.11,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.752,24.95,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.772,24.79,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.792,24.64,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.812,24.48,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.832,24.32,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.852,24.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.872,24.01,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.892,23.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.912,23.71,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.932,23.56,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.952,23.41,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.972,23.26,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
2.992,23.11,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.012,22.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.032,22.82,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.052,22.67,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.072,22.53,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.092,22.38,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.112,22.24,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.132,22.1,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.152,21.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.172,21.82,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.192,21.68,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.212,21.54,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.232,21.4,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.253,21.27,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.273,21.13,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.293,21,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.313,20.87,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.333,20.73,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.353,20.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.373,20.47,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.393,20.34,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.413,20.21,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.433,20.09,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.453,19.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.473,19.83,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.493,19.71,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.513,19.58,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.533,19.46,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.553,19.34,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.573,19.22,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.593,19.1,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.613,18.98,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.633,18.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.653,18.74,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.673,18.62,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.693,18.51,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.713,18.39,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.733,18.27,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.754,18.16,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.774,18.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.794,17.93,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.814,17.82,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.834,17.71,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.854,17.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.874,17.49,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.894,17.38,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.914,17.28,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.934,17.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.954,17.06,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.974,16.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
3.994,16.85,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.014,16.75,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.034,16.65,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.054,16.54,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.074,16.44,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.094,16.34,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.114,16.24,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.134,16.14,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.154,16.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.174,15.94,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.194,15.84,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.214,15.74,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.234,15.64,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.255,15.54,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.275,15.42,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.295,15.29,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.315,15.12,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.335,14.89,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.355,14.58,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.375,14.17,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.395,13.7,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.415,13.26,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.435,12.89,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.455,12.62,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.475,12.42,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.495,12.27,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.515,12.15,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.535,12.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.555,11.95,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.575,11.86,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.595,11.77,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.615,11.69,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.635,11.6,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.655,11.52,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.675,11.44,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.695,11.36,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.715,11.28,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.735,11.19,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.756,11.11,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.776,11.04,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.796,10.96,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.816,10.88,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.836,10.8,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.856,10.72,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.876,10.65,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.896,10.57,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.916,10.5,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.936,10.42,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.956,10.35,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.976,10.27,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
4.996,10.2,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.016,10.13,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.036,10.05,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.056,9.98,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.076,9.91,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.096,9.84,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.116,9.77,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.136,9.7,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.156,9.63,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.176,9.56,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.196,9.49,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.216,9.43,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.236,9.36,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.257,9.29,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
5.277,9.23,16T,0 - 5 cm,16,T,NO,CT,0,5,4,40,11/17/2017
