Layer_Number,Variable,Trt,mean,std,r,LCL,UCL,Min,Max,Q25,Q50,Q75,groups,stder,Layer,Depth_Top,Depth_Bottom,Depth_Range,Layer_Name,Layer_Number_Text
2,wv.diff,NT-NO,0.33191665138022736,0.07948764704788677,4,0.2806815200106554,0.38315178274979933,0.24069729047848365,0.408694174853262,0.27842290661878477,0.3391375700945819,0.3926313148560245,a,0.039743823523943386,Layer_2,10,20,10 - 20 cm,Top,Top (10-20 cm)
2,wv.diff,ST-CC,0.36630197859143937,0.05837679410483102,4,0.3150668472218674,0.41753710996101134,0.2907033806227892,0.43266566010907836,0.34670234208104844,0.37091943681694495,0.3905190733273359,a,0.02918839705241551,Layer_2,10,20,10 - 20 cm,Top,Top (10-20 cm)
2,wv.diff,ST-NO,0.32201858933300004,0.053545923544458994,4,0.27078345796342806,0.373253720702572,0.2746896425215677,0.38482093338947787,0.278963247474961,0.3142818907104773,0.35733723256851635,a,0.026772961772229497,Layer_2,10,20,10 - 20 cm,Top,Top (10-20 cm)
3,hMean,NT-CC,-1861.41125,109.16072675455823,4,-1940.1161168183244,-1782.7063831816758,-1953.177,-1721.422,-1945.4144999999999,-1885.5230000000001,-1801.51975,a,54.58036337727911,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,hMean,NT-NO,-1833.42,151.05618053117408,4,-1912.1248668183243,-1754.7151331816758,-2031.243,-1663.334,-1873.779,-1819.5515,-1779.1924999999999,a,75.52809026558704,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,hMean,ST-CC,-1851.74725,79.36380376626364,4,-1930.4521168183242,-1773.0423831816756,-1954.019,-1778.357,-1893.6979999999999,-1837.3065,-1795.35575,a,39.68190188313182,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,hMean,ST-NO,-1798.00325,29.485288550676685,4,-1876.708116818324,-1719.298383181676,-1819.17,-1754.911,-1815.72,-1808.966,-1791.24925,a,14.742644275338343,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th,NT-CC,0.1862695958195585,0.02989310255747711,4,0.16240308704243836,0.2101361045966786,0.1610536418897302,0.22911378905833424,0.16945984856563934,0.17745547616508478,0.19426522341900396,b,0.014946551278738555,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th,NT-NO,0.2244481177348832,0.04576721240729967,4,0.20058160895776309,0.24831462651200334,0.18637090753972485,0.28370480964061,0.1894102591447158,0.21385837687959902,0.24889623546976647,a,0.022883606203649834,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th,ST-CC,0.20975525221286126,0.02635225380418048,4,0.18588874343574113,0.2336217609899814,0.1861469553161992,0.24021542071024848,0.18857043830649461,0.20632931641249866,0.2275141303188653,ab,0.01317612690209024,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th,ST-NO,0.20962727951370375,0.013054424513519071,4,0.18576077073658362,0.23349378829082387,0.19737655966727097,0.22793004159112726,0.20280740108776796,0.2066012583982084,0.2134211368241442,ab,0.006527212256759536,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
3,th.diff,NT-CC,0.02278980484163378,0.008685508093958556,4,0.015382564439450828,0.030197045243816733,0.012679961608190238,0.03295297003305961,0.017822864455582815,0.022763143862642637,0.027730084248693602,a,0.004342754046979278,Layer_3,20,30,20 - 30 cm,Subsurface,Subsurface (20-30 cm)
