Depth_ID,Variable,Trt,mean,std,r,LCL,UCL,Min,Max,Q25,Q50,Q75,groups,stder
B,Ks,NT-CC,2.7854945917043348,0.3581483440343596,4,2.3795048116794217,3.191484371729248,2.4634450317704277,3.2259808845795916,2.5105187608238553,2.7262762252336596,3.001252056114139,a,0.1790741720171798
B,Ks,NT-NO,2.1520908255384654,0.30564946454136643,4,1.7461010455135526,2.5580806055633785,1.765668554759014,2.449169732165201,1.9846667166221255,2.1967625076148236,2.3641866165311636,b,0.15282473227068322
B,Ks,ST-CC,1.776059611223488,0.8873799371204544,4,1.3700698311985753,2.182049391248401,0.45939248775923086,2.342620042553348,1.6420202800045287,2.151112957290687,2.285152288509646,b,0.4436899685602272
B,Ks,ST-NO,1.884718695241883,0.32531860874910384,4,1.4787289152169703,2.290708475266796,1.6910814921229684,2.370698092575577,1.7091458914170856,1.7385475981344936,1.9141204019592908,b,0.16265930437455192
B,PAW,NT-CC,0.12519483001736842,0.02268660139762518,4,0.10457602953230632,0.1458136305024305,0.09364653150539795,0.14423690307775397,0.11648758728605144,0.1314479427431609,0.1401551854744779,b,0.01134330069881259
B,PAW,NT-NO,0.12368389871457514,0.026821175781655326,4,0.10306509822951304,0.14430269919963723,0.09773733209543584,0.153162527068361,0.10277803855265435,0.12191786784725184,0.14282372800917262,b,0.013410587890827663
B,PAW,ST-CC,0.15693544694172182,0.038084597614010306,4,0.13631664645665972,0.1775542474267839,0.11934100163995956,0.19596436102506723,0.12705904568856238,0.1562182125509302,0.18609461380408965,a,0.019042298807005153
B,PAW,ST-NO,0.13594362250866357,0.013831342609052331,4,0.11532482202360148,0.15656242299372566,0.11833618043752406,0.1500932084975051,0.12880980138545503,0.13767255054981256,0.1448063716730211,ab,0.0069156713045261655
B,PAW100,NT-CC,0.16168706150601242,0.02285661912127635,4,0.13626367223394362,0.18711045077808122,0.1307710136938728,0.17926323755076093,0.1512101478002015,0.16835699738970794,0.17883391109551885,ab,0.011428309560638176
B,PAW100,NT-NO,0.14558216767917123,0.029554422277606022,4,0.12015877840710243,0.17100555695124003,0.1160216058486725,0.1768873238569322,0.12286930935792051,0.14470987050554013,0.16742272882679085,b,0.014777211138803011
B,PAW100,ST-CC,0.18429206110148735,0.04669084420077795,4,0.15886867182941855,0.20971545037355616,0.13645234042083385,0.22884371772434894,0.14834680152892687,0.18593609313038328,0.22188135270294376,a,0.023345422100388976
B,PAW100,ST-NO,0.16844618146709464,0.028218143717461393,4,0.14302279219502584,0.19386957073916344,0.13999325903720214,0.19818970703437802,0.1468809221665299,0.1678008798983992,0.18936613919896395,ab,0.014109071858730697
B,Porosity,NT-CC,0.455,0.005773502691896263,4,0.43842529270727243,0.4715747072927276,0.45,0.46,0.45,0.455,0.46,a,0.0028867513459481316
B,Porosity,NT-NO,0.43500000000000005,0.012909944487358039,4,0.41842529270727247,0.45157470729272764,0.42000000000000004,0.45,0.4275,0.43500000000000005,0.4425,a,0.0064549722436790195
B,Porosity,ST-CC,0.4575,0.028722813232690145,4,0.44092529270727243,0.4740747072927276,0.42000000000000004,0.48000000000000004,0.4425,0.465,0.48000000000000004,a,0.014361406616345072
B,Porosity,ST-NO,0.44500000000000006,0.02886751345948128,4,0.4284252927072725,0.46157470729272765,0.42000000000000004,0.47000000000000003,0.42000000000000004,0.44500000000000006,0.47000000000000003,a,0.01443375672974064
B,WP,NT-CC,0.19082198483979865,0.030470615244728744,4,0.1652726003615394,0.2163713693180579,0.16374556135925883,0.23379565297279384,0.1733734077277873,0.18287336251357098,0.20032193962558234,b,0.015235307622364372
B,WP,NT-NO,0.23052390374940018,0.049979114411171366,4,0.20497451927114094,0.25607328822765946,0.18924642189754198,0.2942283941513275,0.19139111258168634,0.21931039947436565,0.2584431906420795,a,0.024989557205585683
B,WP,ST-CC,0.21587580243891313,0.028230829529372038,4,0.1903264179606539,0.24142518691717238,0.18962179951703037,0.24958837810170875,0.19422227150536026,0.21214651606845672,0.23380004700200963,ab,0.014115414764686019
B,WP,ST-NO,0.21442863843716875,0.013866539243028738,4,0.1888792539589095,0.239978022915428,0.20176654296562205,0.23399083955319164,0.2069961251083697,0.21097858561493063,0.21841109894372968,ab,0.006933269621514369
