Layer_Number,Variable,Comparision,difference,pvalue,signif.,LCL,UCL,Layer,Depth_Top,Depth_Bottom,Depth_Range,Layer_Name,Layer_Number_Text
5,hMean,NT-CC - ST-NO,-206.69974999999977,0.2287, ,-457.3042774649516,43.904777464952105,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,hMean,NT-NO - ST-CC,13.906500000000051,0.9334, ,-236.69802746495182,264.5110274649519,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,hMean,NT-NO - ST-NO,-101.21149999999989,0.5461, ,-351.81602746495173,149.39302746495198,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,hMean,ST-CC - ST-NO,-115.11799999999994,0.4934, ,-365.7225274649518,135.48652746495193,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,NT-CC - NT-NO,-0.0029615198743506155,0.5114, ,-0.009691057483154089,0.003768017734452859,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,NT-CC - ST-CC,-0.0020871088558656603,0.6419, ,-0.008816646464669134,0.004642428752937814,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,NT-CC - ST-NO,-0.005187567959405559,0.2587, ,-0.011917105568209033,0.0015419696493979155,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,NT-NO - ST-CC,8.744110184849552e-4,0.845, ,-0.005855126590318519,0.00760394862728843,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,NT-NO - ST-NO,-0.0022260480850549436,0.6202, ,-0.008955585693858417,0.004503489523748531,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th,ST-CC - ST-NO,-0.0031004591035398987,0.4921, ,-0.009829996712343372,0.0036290785052635758,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,NT-CC - NT-NO,-0.0012761266159236478,0.6743, ,-0.005833302226836297,0.0032810489949890017,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,NT-CC - ST-CC,-9.90697112480357e-4,0.7439, ,-0.005547872723393007,0.0035664784984322925,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,NT-CC - ST-NO,-0.002808988764044937,0.3618, ,-0.007366164374957586,0.0017481868468677128,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,NT-NO - ST-CC,2.8542950344329077e-4,0.92490000000000006, ,-0.004271746107469359,0.00484260511435594,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,NT-NO - ST-NO,-0.001532862148121289,0.6143, ,-0.0060900377590339385,0.0030243134627913606,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,th.diff,ST-CC - ST-NO,-0.0018182916515645797,0.5509, ,-0.006375467262477229,0.00273888395934807,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,NT-CC - NT-NO,-0.04816401904370515,0.5114, ,-0.15760835549841473,0.06128031741100444,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,NT-CC - ST-CC,-0.033943230147067904,0.6419, ,-0.14338756660177748,0.07550110630764169,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,NT-CC - ST-NO,-0.08436685640750952,0.2587, ,-0.1938111928622191,0.025077480047200076,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,NT-NO - ST-CC,0.014220788896637249,0.845, ,-0.09522354755807234,0.12366512535134684,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,NT-NO - ST-NO,-0.03620283736380436,0.6202, ,-0.14564717381851394,0.07324149909090523,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,VolumeW,ST-CC - ST-NO,-0.05042362626044161,0.4921, ,-0.1598679627151512,0.05902071019426798,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,NT-CC - NT-NO,-0.020754001066767502,0.6743, ,-0.09486861188214588,0.05336060974861087,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,NT-CC - ST-CC,-0.0161119818932538,0.7439, ,-0.09022659270863218,0.05800262892212457,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,NT-CC - ST-NO,-0.04568336329489597,0.3618, ,-0.11979797411027435,0.0284312475204824,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,NT-NO - ST-CC,0.004642019173513701,0.92490000000000006, ,-0.06947259164186467,0.07875662998889207,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,NT-NO - ST-NO,-0.02492936222812847,0.6143, ,-0.09904397304350684,0.0491852485872499,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
5,wv.diff,ST-CC - ST-NO,-0.02957138140164217,0.5509, ,-0.10368599221702055,0.0445432294137362,Layer_5,40,60,40 - 60 cm,Bottom1,Bottom (40-60 cm)
6,hMean,NT-CC - NT-NO,-193.60550000000057,0.5083, ,-630.2919243063999,243.08092430639874,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,hMean,NT-CC - ST-CC,-132.20525000000043,0.6498, ,-568.8916743063998,304.4811743063989,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,hMean,NT-CC - ST-NO,-344.2610000000004,0.2487, ,-780.9474243063997,92.4254243063989,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,hMean,NT-NO - ST-CC,61.40025000000014,0.8324, ,-375.2861743063992,498.08667430639946,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,hMean,NT-NO - ST-NO,-150.65549999999985,0.6054, ,-587.3419243063992,286.03092430639947,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,hMean,ST-CC - ST-NO,-212.05575,0.4695, ,-648.7421743063993,224.63067430639933,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,NT-CC - NT-NO,-0.0028123368220309974,0.4919, ,-0.008913697491587422,0.003289023847525426,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,NT-CC - ST-CC,-0.0015999954593956534,0.6938, ,-0.007701356128952077,0.00450136521016077,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,NT-CC - ST-NO,-0.004512793152768646,0.2775, ,-0.01061415382232507,0.0015885675167877774,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,NT-NO - ST-CC,0.001212341362635344,0.7652, ,-0.004889019306921079,0.0073137020321917675,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,NT-NO - ST-NO,-0.0017004563307376486,0.6758, ,-0.007801817000294072,0.004400904338818775,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th,ST-CC - ST-NO,-0.0029127976933729927,0.4769, ,-0.009014158362929417,0.003188562976183431,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,NT-CC - NT-NO,-0.0012509364996480948,0.5927, ,-0.004752038331306469,0.0022501653320102797,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,NT-CC - ST-CC,-5.902785660771431e-4,0.7998, ,-0.004091380397735518,0.0029108232655812314,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,NT-CC - ST-NO,-0.002043271959497814,0.3871, ,-0.005544373791156188,0.0014578298721605607,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,NT-NO - ST-CC,6.606579335709517e-4,0.7766, ,-0.002840443898087423,0.004161759765229326,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,NT-NO - ST-NO,-7.92335459849719e-4,0.7338, ,-0.0042934372915080935,0.0027087663718086555,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,th.diff,ST-CC - ST-NO,-0.0014529933934206707,0.5353, ,-0.004954095225079045,0.002048108438237704,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,NT-CC - NT-NO,-0.12169949737968189,0.4919, ,-0.3857263810020124,0.14232738624264862,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,NT-CC - ST-CC,-0.06923731243457532,0.6938, ,-0.3332641960569058,0.1947895711877552,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,NT-CC - ST-NO,-0.1952840976116761,0.2775, ,-0.4593109812340066,0.06874278601065442,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,NT-NO - ST-CC,0.05246218494510657,0.7652, ,-0.21156469867722394,0.3164890685674371,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,NT-NO - ST-NO,-0.0735846002319942,0.6758, ,-0.3376114838543247,0.1904422833903363,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,VolumeW,ST-CC - ST-NO,-0.12604678517710077,0.4769, ,-0.3900736687994313,0.13798009844522974,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,NT-CC - NT-NO,-0.054132329409650515,0.5927, ,-0.20563706022642442,0.09737240140712339,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,NT-CC - ST-CC,-0.0255433859283285,0.7998, ,-0.1770481167451024,0.1259613448884454,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,NT-CC - ST-NO,-0.0884194128288307,0.3871, ,-0.2399241436456046,0.0630853179879432,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,NT-NO - ST-CC,0.028588943481322016,0.7766, ,-0.12291578733545189,0.18009367429809592,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,NT-NO - ST-NO,-0.03428708341918019,0.7338, ,-0.1857918142359541,0.11721764739759372,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
6,wv.diff,ST-CC - ST-NO,-0.0628760269005022,0.5353, ,-0.2143807577172761,0.0886287039162717,Layer_6,60,100,60 - 100 cm,Bottom2,Bottom (60-100 cm)
