 All cumulative fluxes (CumQ) are positive out of the region

       Time        CumQAP       CumQRP       CumQA        CumQR       CumQ3        hAtm       hRoot     hKode3    A-level
      [T]           [V]          [V]         [V]          [V]          [V]          [L]        [L]        [L] 

        1.0000  0.00000E+00  0.58529E+01  0.00000E+00  0.58529E+01 -0.12138E+02    -1007.9     -996.6     -304.4       1
        2.0000  0.00000E+00  0.81941E+01  0.00000E+00  0.81941E+01 -0.24277E+02    -1001.8     -989.6     -294.5       2
        3.0000  0.00000E+00  0.11706E+02  0.00000E+00  0.11706E+02 -0.36415E+02     -991.7     -983.2     -290.5       3
        4.0000  0.00000E+00  0.15218E+02  0.00000E+00  0.15218E+02 -0.48553E+02     -980.2     -976.6     -287.9       4
        5.0000  0.00000E+00  0.18729E+02  0.00000E+00  0.18729E+02 -0.72830E+02     -964.2     -963.0     -188.3       5
        6.0000  0.00000E+00  0.23412E+02  0.00000E+00  0.23412E+02 -0.65547E+03     -678.5     -752.9      -23.5       6
        7.0000  0.00000E+00  0.40970E+02  0.00000E+00  0.40964E+02 -0.12381E+04     -338.2     -550.0      -22.6       7
        8.0000  0.00000E+00  0.77258E+02  0.00000E+00  0.77227E+02 -0.18207E+04     -186.7     -417.7      -21.9       8
        9.0000  0.00000E+00  0.12876E+03  0.00000E+00  0.12872E+03 -0.24034E+04     -134.9     -323.1      -21.0       9
       10.0000  0.00000E+00  0.19549E+03  0.00000E+00  0.19544E+03 -0.24034E+04     -157.7     -299.7     -165.1      10
       11.0000  0.00000E+00  0.27392E+03  0.00000E+00  0.27387E+03 -0.24034E+04     -184.8     -309.6     -201.1      11
       12.0000  0.00000E+00  0.36054E+03  0.00000E+00  0.36049E+03 -0.24034E+04     -212.4     -329.9     -238.7      12
       13.0000  0.00000E+00  0.44716E+03  0.00000E+00  0.44712E+03 -0.24034E+04     -240.4     -353.5     -278.3      13
       14.0000  0.00000E+00  0.53262E+03  0.00000E+00  0.53257E+03 -0.24034E+04     -270.0     -378.5     -319.5      14
       15.0000  0.00000E+00  0.60051E+03  0.00000E+00  0.60046E+03 -0.24034E+04     -296.7     -401.1     -349.8      15
       16.0000  0.00000E+00  0.63212E+03  0.00000E+00  0.63207E+03 -0.24034E+04     -314.8     -415.5     -354.9      16
       17.0000  0.00000E+00  0.66372E+03  0.00000E+00  0.66368E+03 -0.24034E+04     -332.0     -430.0     -369.0      17
       18.0000  0.00000E+00  0.69650E+03  0.00000E+00  0.69645E+03 -0.24034E+04     -351.0     -444.8     -387.6      18
       19.0000  0.00000E+00  0.71523E+03  0.00000E+00  0.71518E+03 -0.24034E+04     -364.9     -456.3     -394.7      19
       20.0000  0.00000E+00  0.72693E+03  0.00000E+00  0.72689E+03 -0.24034E+04     -376.0     -465.9     -400.2      20
       21.0000  0.00000E+00  0.73981E+03  0.00000E+00  0.73976E+03 -0.24034E+04     -387.3     -475.6     -410.8      21
       22.0000  0.00000E+00  0.74917E+03  0.00000E+00  0.74913E+03 -0.24034E+04     -397.7     -484.2     -419.3      22
